species,quad,year,trackID,age,logarea,survives,distEdgeMin,allEdge,QuadName,Grazing,Group,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Treatment,Period,Treatment2,Treatment3
ARTR,Q1,1935,7,3,4.9791979482908,1,5.79831131017615,0,E1 Q1,no,E1,0.030325734912213364,0,0,0.006790170364567954,0.41895025469975417,1.04862,Control,Historical,Control,Control
ARTR,Q1,1935,11,1,2.397412942377016,1,-7.084932640566421e-9,0,E1 Q1,no,E1,0.42511746999101124,0.04624016556435862,0.001555,4.261690308573138,16.84613237817483,0.01533,Control,Historical,Control,Control
ARTR,Q1,1936,9,3,3.1490191969429624,1,1.42600661987435,0,E1 Q1,no,E1,0.17418138205652522,3.25e-5,0.5633293581440816,0.001024389400685221,0.14395522233504535,0.38254,Control,Historical,Control,Control
ARTR,Q1,1936,6,4,4.492258923067215,1,12.5422175299126,0,E1 Q1,no,E1,0.15714904220669182,0,0.00973000732331234,0.018056260404749877,0.040266236424046656,1.4000000000000001e-4,Control,Historical,Control,Control
ARTR,Q1,1936,1,5,3.4888932686094796,1,1.71071405929979e-8,0,E1 Q1,no,E1,9.369622435631433e-4,0.08238266986532994,0,0.12835341233096562,2.0906051065258873,0.0153,Control,Historical,Control,Control
ARTR,Q1,1936,5,5,4.94413168503225,1,0.158175336434255,0,E1 Q1,no,E1,0,3.25e-5,0.04245343406927932,0.2700148789766381,0.029593346600156615,1.1704400000000001,Control,Historical,Control,Control
ARTR,Q1,1936,2,5,5.49307970035374,1,1.71071405929979e-8,0,E1 Q1,no,E1,0.01419306867229108,0.18285403063774988,0.01868712014895554,0.018939079667737328,0.6296819292638975,1.0200900000000002,Control,Historical,Control,Control
ARTR,Q1,1936,7,4,4.462121780236269,1,5.93004880250415,0,E1 Q1,no,E1,0.008734070495363988,0.00402111601537031,0,0.3858783933799929,0.38289187202978275,0.13777999999999999,Control,Historical,Control,Control
ARTR,Q1,1936,4,5,5.211025893122739,1,5.55815818356918,0,E1 Q1,no,E1,0.06512621766596559,0.13653234035810294,0.010459995383978436,0.1350906698317715,3.8222662513245536,0.017249999999999998,Control,Historical,Control,Control
ARTR,Q1,1937,1,6,3.6839031266383655,1,8.71821725922928e-9,0,E1 Q1,no,E1,0.19058874733451078,0.06849584282961939,2.75e-5,0.11035381718549334,2.6204513432638183,0.02012,Control,Historical,Control,Control
ARTR,Q1,1937,6,5,5.241043058756244,1,6.85443863455585,0,E1 Q1,no,E1,0.2361396116213179,0,0.002841545293330829,0.004839811713258543,3.8574362897927132,0.0015400000000000001,Control,Historical,Control,Control
ARTR,Q1,1937,5,6,5.005314249334956,1,0.114279265936233,0,E1 Q1,no,E1,2.523847797419875e-16,0,0.013289993532769516,6.41428459900482e-4,0.31587242067722654,0.054430000000000006,Control,Historical,Control,Control
ARTR,Q1,1937,9,4,3.174540425523202,0,2.01063474479416,0,E1 Q1,no,E1,1.0029225946730291,0,0.14475644516145303,1.3481534801237005e-4,0.10621688760299022,0.00143,Control,Historical,Control,Control
ARTR,Q1,1937,4,6,5.271521797963053,1,9.71242457442586,0,E1 Q1,no,E1,0,0.08804576653974502,0.006361628194566817,0.15153932988678503,5.479078289013371,0.0017900000000000001,Control,Historical,Control,Control
ARTR,Q1,1937,7,5,5.14765908455539,1,5.37299565044475,0,E1 Q1,no,E1,0.08838984161859481,0.1550304732865714,0,0.237097661512346,0.043527884433973096,0.2079,Control,Historical,Control,Control
ARTR,Q1,1937,2,6,6.1765654933734275,1,8.71821725922928e-9,0,E1 Q1,no,E1,0.018538055793182618,0.08681353125061951,2.75e-5,0.006949254483321314,1.0782837629923012,0,Control,Historical,Control,Control
ARTR,Q1,1938,4,7,5.862907761847433,1,2.24757299773785,0,E1 Q1,no,E1,0.08687061776189407,0.055978065921532365,0.014381403040937017,0.11158211934137571,29.563050884647232,0.02161,Control,Historical,Control,Control
ARTR,Q1,1938,1,7,3.9036030089296916,1,1.47123131455373e-8,0,E1 Q1,no,E1,0.14898879278679308,0.00787043934911399,0,0.06456424079836359,0.5977938965060975,0.00234,Control,Historical,Control,Control
ARTR,Q1,1938,6,6,5.242952875444326,1,4.89463939063718,0,E1 Q1,no,E1,0.26818996473816226,0,0.0022257721154389535,0.00996791151287838,2.4229421559857722,0.0015400000000000001,Control,Historical,Control,Control
ARTR,Q1,1938,5,7,5.406114897927619,1,0.0400425346975197,0,E1 Q1,no,E1,1.0061285138363015e-15,0,0.011164205679349755,0.00104899193753221,0.16316840451024528,0.032769999999999994,Control,Historical,Control,Control
ARTR,Q1,1938,2,7,6.465833332674196,1,1.47123131455373e-8,0,E1 Q1,no,E1,0.020603899425278044,2.8547942792338142e-5,0.03131265970394411,0.0043598634845132605,0.6787547896920493,0,Control,Historical,Control,Control
ARTR,Q1,1938,7,6,5.415100962822404,1,1.47123131455373e-8,0,E1 Q1,no,E1,0.23393117746133718,2.910114844442201e-4,0,0.007591304331879751,0.6015981428068318,0.01714,Control,Historical,Control,Control
ARTR,Q1,1939,7,7,5.4385480497379355,1,0.259426909272676,0,E1 Q1,no,E1,0.3437292023345661,0.008149467719742419,0,0.005044017895339066,0.9810877398797876,0.014890000000000002,Control,Historical,Control,Control
ARTR,Q1,1939,5,8,5.43372036749039,1,0.195235491082911,0,E1 Q1,no,E1,0,0.0778875,0.0030917012563094026,0.001068752307656295,0.03655952107699224,0.36755999999999994,Control,Historical,Control,Control
ARTR,Q1,1939,4,8,5.445243864072886,1,5.62292847408965,0,E1 Q1,no,E1,1.4253487279347606e-15,0.1853430035483348,0.015854252469072162,0.24698379383384808,28.4111720590639,0.0054199999999999995,Control,Historical,Control,Control
ARTR,Q1,1939,1,8,4.025719751225799,1,2.21048566118043e-8,0,E1 Q1,no,E1,0.15364450580055766,0,0,0.06540999033672108,0.08375148382171783,5.499999999999999e-4,Control,Historical,Control,Control
ARTR,Q1,1939,2,8,6.505025878428888,1,0.086762860194284,0,E1 Q1,no,E1,0.0029530279955746574,0,0.04999632589868919,0.0010968215331349622,1.271362909496985,0,Control,Historical,Control,Control
ARTR,Q1,1939,6,7,4.231207009474811,0,-2.1575019548691902e-9,0,E1 Q1,no,E1,0.1318447389774234,0,2.2582187859706982e-4,0.0013178938755814729,0.06092920243891878,0.27188,Control,Historical,Control,Control
ARTR,Q1,1940,1,9,4.585845156265518,1,-1.1992540294159002e-10,0,E1 Q1,no,E1,0,0.0736032779363397,0,0.09834016746773663,0.020040041057314398,1.4000000000000001e-4,Control,Historical,Control,Control
ARTR,Q1,1940,7,8,5.360933033051537,1,0.0616730040120359,0,E1 Q1,no,E1,0.4755833917503731,0.017859252002317447,0,0.11058125736713677,0.5239416502047751,0.02061,Control,Historical,Control,Control
ARTR,Q1,1940,2,9,6.71836016662832,1,0.0420182961654376,0,E1 Q1,no,E1,0,0,0.012026436201258052,0.0080328813347185,2.8175216733810866,0,Control,Historical,Control,Control
ARTR,Q1,1940,4,9,5.763996285144056,1,4.10863157388672,0,E1 Q1,no,E1,1.1738165994756852e-15,0.08451643558622582,0.014026072343942417,0.2688719476260672,19.16618508479616,0.15628,Control,Historical,Control,Control
ARTR,Q1,1940,5,9,5.2455438447425875,1,0.0563753462907641,0,E1 Q1,no,E1,0,0.0033390682410570287,0.007563526766451325,4.7052373401712603e-4,13.952989764320565,0.016270000000000003,Control,Historical,Control,Control
ARTR,Q1,1940,6,8,-0.09415489945953344,0,25.2486714724851,0,E1 Q1,no,E1,1.9449367244577016,0,0.622883960275516,0.08530136848923053,7.796326732020913,0.13594,Control,Historical,Control,Control
ARTR,Q1,1941,1,10,4.480765771677288,1,-1.49910750479876e-8,0,E1 Q1,no,E1,0,0.024996675271631973,8.309724836585453e-5,0.14478292629300343,5.529568068442561e-4,3e-5,Control,Historical,Control,Control
ARTR,Q1,1941,5,10,5.162164420621026,1,0.0859253632953738,0,E1 Q1,no,E1,0,0,0.058675439092107096,7.293476926545902e-4,3.831043930947171,0.009859999999999999,Control,Historical,Control,Control
ARTR,Q1,1941,7,9,5.23026767777307,1,0.220142548335886,0,E1 Q1,no,E1,0.6718936121084708,0.1692773017936697,0.003825,0.06759144230424603,0.8249616014133584,0.06863,Control,Historical,Control,Control
ARTR,Q1,1941,2,10,6.848369968815961,1,1.78211791990179e-8,0,E1 Q1,no,E1,0,0.4622401561441718,0.01477841828597366,0.004850571069599931,0.8503812854909052,3e-5,Control,Historical,Control,Control
ARTR,Q1,1941,4,10,6.004096690613969,1,0.88998473513186,0,E1 Q1,no,E1,0,0.04406831265208444,0.21690420219662174,0.3356091930501391,0.13519234004896963,6.6e-4,Control,Historical,Control,Control
ARTR,Q1,1945,1,14,5.459415680307754,1,-7.373940347221721e-9,0,E1 Q1,no,E1,0.00898024532302843,0.18432285959065448,0,0.12400726262565477,0.058063641792336515,0.0169,Control,Historical,Control,Control
ARTR,Q1,1945,2,14,6.939833448078732,1,0.0579487804684362,0,E1 Q1,no,E1,0,0.19158309905641333,0.05616842585179284,0.00216668048540121,0.11030982170127297,0.0306,Control,Historical,Control,Control
ARTR,Q1,1945,21,1,-1.3862943611198906,0,42.1539800710507,0,E1 Q1,no,E1,2.3857441718722745,5.324157949910428e-5,1.3563786623636622e-4,1.5000000000000002e-5,0.523164276906468,0,Control,Historical,Control,Control
ARTR,Q1,1945,23,1,-1.3862943611198906,1,7.9765878517204,0,E1 Q1,no,E1,0.5364255349693124,2.260623813168915,0.12723164637848317,0.18512715102386346,0.2905888228150634,0.39444999999999997,Control,Historical,Control,Control
ARTR,Q1,1945,4,14,5.782646348172013,1,2.50583003529906,0,E1 Q1,no,E1,0.10314786903286002,1.5294996050688603,0.0024881396848464984,0.0055110291919278605,0.07642706484619297,8.5e-4,Control,Historical,Control,Control
ARTR,Q1,1945,7,13,5.3362199401442005,1,4.09841988239455,0,E1 Q1,no,E1,0.7807882207902405,0.13567752727262347,0.012345788651694802,0.005299607177621669,0.49765456548398884,4.4e-4,Control,Historical,Control,Control
ARTR,Q1,1945,5,14,5.189829366396652,1,0.192694091049333,0,E1 Q1,no,E1,2.5153212845907537e-16,0,0.005105685539399072,0.002387944201345889,0.232616609248208,0.00501,Control,Historical,Control,Control
ARTR,Q1,1946,5,15,4.7105375831233,1,0.855607371335495,0,E1 Q1,no,E1,1.5344312487286513e-14,0,0.023334683725371466,0.004230433999716315,0.0034346593220920857,0.01533,Control,Historical,Control,Control
ARTR,Q1,1946,1,15,4.584381111468265,0,-9.847141768659641e-9,0,E1 Q1,no,E1,0.1138622249041077,0.909574050766387,0,0.20210924514858175,0.008994725818748227,6.6e-4,Control,Historical,Control,Control
ARTR,Q1,1946,23,2,-0.04266291469843388,1,6.3175980190381,0,E1 Q1,no,E1,0.1013084112167401,4.8505801581308665,0.01534706682117718,0.22079327966786544,8.628708158352309e-4,0,Control,Historical,Control,Control
ARTR,Q1,1946,24,1,-1.3862943611198906,0,18.9667417682058,0,E1 Q1,no,E1,4.4886943922166544,5.373128820088658,0.11291427726256184,0.001561212856349079,0.7234209141212921,4.1e-4,Control,Historical,Control,Control
ARTR,Q1,1946,7,14,5.191021912832959,1,4.63270970169627,0,E1 Q1,no,E1,0.43421962379021506,0.8835124206293458,0.03245548193895961,4.01450218535685e-4,1.3672757515024296,4.1e-4,Control,Historical,Control,Control
ARTR,Q1,1946,4,15,4.886184532171967,1,2.69115423432189,0,E1 Q1,no,E1,0,4.379638025687404,5.191518354486502e-4,0.0013921069255048615,0.0037266873483544883,0.04667,Control,Historical,Control,Control
ARTR,Q1,1946,2,15,6.570700329978109,1,-9.847141768659641e-9,0,E1 Q1,no,E1,0,0.688398463902802,0.02302825217088133,0.004817973332284295,0.3620121734404434,0.39781,Control,Historical,Control,Control
ARTR,Q1,1949,4,18,3.3989489265018635,1,17.0544823753103,0,E1 Q1,no,E1,0,2.8527408874311453,0.00343219760754339,0.001218084043988244,0.26321635896185014,0.00633,Control,Historical,Control,Control
ARTR,Q1,1949,7,17,5.723996259557278,1,-2.20404956507991e-8,0,E1 Q1,no,E1,0.046992252160485394,0.9794842388372834,0.0069043448805734065,5.623591727981074e-4,0.3831048432751238,4.1e-4,Control,Historical,Control,Control
ARTR,Q1,1949,25,1,0.31523299457116694,0,36.6574605305937,0,E1 Q1,no,E1,1.1249717876765108,0.0788941577830834,0.0024549776995015436,0.001635925601604307,0.5340373304758911,4.1e-4,Control,Historical,Control,Control
ARTR,Q1,1949,2,18,6.256182142589988,1,-2.20404956507991e-8,0,E1 Q1,no,E1,0,0.19941239819373915,0.05435107201273008,0.0015332856498078572,1.7872337181846463,0.0306,Control,Historical,Control,Control
ARTR,Q1,1949,5,18,4.464314776342478,1,1.97172340676843e-8,0,E1 Q1,no,E1,1.2576606422953769e-16,7.625000000000031e-4,3.9644742380225324e-4,1.507237073428482e-4,0.13629336892544075,1.00052,Control,Historical,Control,Control
ARTR,Q1,1950,26,1,4.062437733959406,1,-1.79969872338148e-8,0,E1 Q1,no,E1,0.10026411892646238,2.7634603470182655,3.315843822191542e-4,0,0.12477473957767565,8.2e-4,Control,Historical,Control,Control
ARTR,Q1,1950,4,19,3.5260027230900204,1,12.6820393992838,0,E1 Q1,no,E1,0.17341735960618282,0.9610147301177748,0.009229612167902678,0.0025442653819651726,0.30797546885190763,0.0062499999999999995,Control,Historical,Control,Control
ARTR,Q1,1950,27,1,2.6945501496796633,1,1.12578057986923e-8,0,E1 Q1,no,E1,0.05614725769216478,5.408498550752315,0.11900327899300236,0.004906608710275504,0.0014712500000000001,0,Control,Historical,Control,Control
ARTR,Q1,1950,23,6,1.282901725459034,1,7.01671443259792,0,E1 Q1,no,E1,0.10350412838471103,4.3764113122648975,0.012366086278552348,1.0243681828832236,0.025184165523592456,0.13635,Control,Historical,Control,Control
ARTR,Q1,1950,2,19,5.789875370516821,1,-6.36921981822525e-9,0,E1 Q1,no,E1,1.9579260879254423e-12,0.03447262903102329,0.02556835615329583,0.1352471049572218,0.15080321348603684,0.01907,Control,Historical,Control,Control
ARTR,Q1,1950,7,18,5.207325749197096,1,-6.36921981822525e-9,0,E1 Q1,no,E1,8.38440428196918e-17,3.359177214734606,0.0020193586596367434,0.2075556120927204,1.2408548423534245,0,Control,Historical,Control,Control
ARTR,Q1,1950,5,19,3.8616773720916022,1,2.28855867590028e-8,0,E1 Q1,no,E1,1.3949374988442283e-15,0,0.06392920626214994,2.276680844871038e-4,0.09535587102318882,0.39313,Control,Historical,Control,Control
ARTR,Q1,1951,7,19,4.80674847487709,1,0.392893288729468,0,E1 Q1,no,E1,0,0.1886812169653263,0.23436090123924208,2.46423724629422e-5,1.156416189708925,0,Control,Historical,Control,Control
ARTR,Q1,1951,26,2,3.4246443604233026,0,-2.11408390793366e-8,0,E1 Q1,no,E1,0.07571579534208582,3.3951584530092536,5.30235664477311e-4,0,0.219000108072756,0.061970000000000004,Control,Historical,Control,Control
ARTR,Q1,1951,4,20,3.2451816254207406,1,15.3909738071182,0,E1 Q1,no,E1,0.10913793424715916,1.7859594389884639,0.0011228660428795267,0.0012436647505361844,0.06267816611949106,3.3e-4,Control,Historical,Control,Control
ARTR,Q1,1951,2,20,4.651818293866173,1,0.00127922580931283,0,E1 Q1,no,E1,0,0.3743549819028369,0.0011244503747377202,0.024105958471382583,0.9364664981277764,0.006469999999999999,Control,Historical,Control,Control
ARTR,Q1,1951,23,7,1.4393231993119426,1,6.03328473313464,0,E1 Q1,no,E1,0.07352556402311211,6.9813884538376465,0.0028668075882014956,0.12835467312660345,0.010915016289176684,0.09477000000000001,Control,Historical,Control,Control
ARTR,Q1,1951,5,20,3.4917243494539445,1,0.20687613506152,0,E1 Q1,no,E1,7.642597665835636e-16,0.0778875,0.006865129186564179,0,0.14839824051493056,0.37783,Control,Historical,Control,Control
ARTR,Q1,1954,4,23,4.24249164557854,1,13.0641651975756,0,E1 Q1,no,E1,0.11062925016673758,1.0190784739250938,1.6457237989035632e-5,0.0028193241181624852,0.0050556832795065985,4.1e-4,Control,Historical,Control,Control
ARTR,Q1,1954,7,22,4.517081408164185,1,0.0368558019895318,0,E1 Q1,no,E1,0,1.5396812118583463,5.052275432666478e-4,0.05940975805339113,0.6545554655757339,0,Control,Historical,Control,Control
ARTR,Q1,1954,23,10,3.935309182974503,1,-1.19922904939784e-8,0,E1 Q1,no,E1,0.15415397565613262,14.962633734866577,0,0.12304496463849571,5.720264934290845e-6,0.13594,Control,Historical,Control,Control
ARTR,Q1,1954,2,23,5.409536819386225,1,4.72702376803392,0,E1 Q1,no,E1,0,1.146138571757983,0.003903459888377623,0.02069191116147145,0.3101843308968345,0.00961,Control,Historical,Control,Control
ARTR,Q1,1955,2,24,5.452676259230943,1,2.97607845,0,E1 Q1,no,E1,0,0.35294010200179715,0.0022696950188297515,0.3100512118106621,0.5473378373949966,0.00633,Control,Historical,Control,Control
ARTR,Q1,1955,7,23,5.349597913624055,1,0.0340362999999968,0,E1 Q1,no,E1,0.011981097129857822,6.076803404071778,4.410899717521944e-4,1.581997584590544e-4,0.4702808800618481,0,Control,Historical,Control,Control
ARTR,Q1,1955,4,24,3.816908457877047,1,11.34355895,0,E1 Q1,no,E1,0.1266573578732632,0.4500809056012469,3.1958094008642177e-4,0,0.003766446670694593,0,Control,Historical,Control,Control
ARTR,Q1,1955,23,11,3.7606062477554754,1,7.17917065,0,E1 Q1,no,E1,0.1251817795873209,2.8640723145464837,5.5960929464594205e-5,0.005286025605244239,0.001473125999826856,0.00429,Control,Historical,Control,Control
ARTR,Q10,1930,6,1,4.457971137568593,1,27.0552332,0,P1 E1 Q4,no,P1E1,0,2.729514320265376,0,0.19199268980439063,2.1595785109732386,0.92215,Control,Historical,Control,Control
ARTR,Q10,1930,7,1,-1.3862943611198906,0,11.1379597296648,0,P1 E1 Q4,no,P1E1,0.0517936458912125,8.141652635590798e-4,0.0655674916244508,1.4184899860992153,0.3651529183335133,4.1e-4,Control,Historical,Control,Control
ARTR,Q10,1931,6,2,5.265702000696125,1,27.4389909899695,0,P1 E1 Q4,no,P1E1,0,0.9949460185244831,0,0.009887170644838152,0.9739002551948817,0.42463999999999996,Control,Historical,Control,Control
ARTR,Q10,1932,6,3,5.340445889108721,1,21.4039597261245,0,P1 E1 Q4,no,P1E1,0,0.8895354698504433,0,0.3541500049943976,0.18915496829727832,0.09348000000000001,Control,Historical,Control,Control
ARTR,Q10,1933,6,4,5.687439658717685,1,18.7080785,0,P1 E1 Q4,no,P1E1,0,0.7202806506368582,0,0.2946152928036275,0.14874304182372283,0.19846,Control,Historical,Control,Control
ARTR,Q10,1934,9,1,-1.3862943611198906,0,4.89717847385251,0,P1 E1 Q4,no,P1E1,0,0.8693516782119652,0.003096498501868984,0.7217783608829651,1.3166209549353178,0,Control,Historical,Control,Control
ARTR,Q10,1934,6,5,5.112644490263047,1,24.408941,0,P1 E1 Q4,no,P1E1,0,0.4785319990411105,0.04616724570929259,0.07707148031960141,0.33491786192984796,0.32022999999999996,Control,Historical,Control,Control
ARTR,Q10,1934,8,1,-1.3862943611198906,1,4.8596425363176,0,P1 E1 Q4,no,P1E1,0,0,0,0.14527287519556328,0.002983407142596347,0.09334,Control,Historical,Control,Control
ARTR,Q10,1935,6,6,5.56305060835109,1,21.1755863,0,P1 E1 Q4,no,P1E1,0,1.3509004303224865,0.6060662716515011,0.0878852640091913,0.5186014726752367,0.06534999999999999,Control,Historical,Control,Control
ARTR,Q10,1935,13,1,-1.3862943611198906,0,28.2135902143177,0,P1 E1 Q4,no,P1E1,7.375e-4,0.4374877824344151,1.6763315083795747,0.46150662149117283,0.18688469675258412,0.20818,Control,Historical,Control,Control
ARTR,Q10,1935,11,1,-1.3862943611198906,0,16.6602948910578,0,P1 E1 Q4,no,P1E1,0.0089175,0,0,0.027796934163869677,0.026639942157146452,4.4e-4,Control,Historical,Control,Control
ARTR,Q10,1935,12,1,-1.3862943611198906,0,9.7159167595903,0,P1 E1 Q4,no,P1E1,0.0089175,0,0,0.08401096897724168,0.006170513028942443,8.5e-4,Control,Historical,Control,Control
ARTR,Q10,1935,16,1,-1.3862943611198906,0,18.5577581740749,0,P1 E1 Q4,no,P1E1,0.00818,1.263955906203389,0.0673715465282186,0.48967695687391766,1.631106262462691,0.44865999999999995,Control,Historical,Control,Control
ARTR,Q10,1935,15,1,-1.3862943611198906,0,21.0659214576609,0,P1 E1 Q4,no,P1E1,0.00818,3.859863756377132,0.5032470010074891,2.3504771483720157,2.9603267366278456,0.22468999999999997,Control,Historical,Control,Control
ARTR,Q10,1935,14,1,-1.3862943611198906,0,12.1431417618508,0,P1 E1 Q4,no,P1E1,7.375e-4,0.008923114800306126,0.0028171774494976064,0.004647413095771969,0.02856090539613508,0.05464000000000001,Control,Historical,Control,Control
ARTR,Q10,1935,10,1,-1.3862943611198906,0,7.1032605071571,0,P1 E1 Q4,no,P1E1,0.001475,0.011677821188105182,0.008351945842371875,0.6084677714671508,0.0011139338922584855,0.061970000000000004,Control,Historical,Control,Control
ARTR,Q10,1936,8,3,2.5080486559745503,1,2.87682925,0,P1 E1 Q4,no,P1E1,1.0658141036401501e-14,0.05314709669214196,0,0.2427428615191724,0.8301598577775592,0.95513,Control,Historical,Control,Control
ARTR,Q10,1936,6,7,5.765402780960752,1,19.23466675,0,P1 E1 Q4,no,P1E1,7.374999999988259e-4,0.4162887198009537,1.522463982826491,0.08988404956710823,0.5475489988144575,2.7973300000000005,Control,Historical,Control,Control
ARTR,Q10,1936,19,1,-1.3862943611198906,1,10.2400995725786,0,P1 E1 Q4,no,P1E1,0.4249601385107167,0.1061704788093932,0,1.4694118910838962,0.002729290125154868,1.2675599999999998,Control,Historical,Control,Control
