month,year,avg_VWC,Period
1,1992,20.445977492596356,not monitored
1,1993,16.160616182930465,not monitored
1,1994,9.83593519460633,not monitored
1,1995,23.28980358608252,not monitored
1,1996,19.540897032861697,not monitored
1,1997,23.48860269555144,not monitored
1,1998,8.82761813260929,not monitored
1,1999,15.621183907169735,not monitored
1,2000,10.120585754938725,not monitored
1,2001,14.823482754032245,not monitored
1,2002,15.637889481004294,not monitored
1,2003,14.794811608669233,not monitored
1,2004,14.54526950244827,not monitored
1,2005,17.989548748632238,not monitored
1,2006,19.789553768395585,not monitored
1,2007,19.434078157875593,Modern
1,2008,11.347404535512462,Modern
1,2009,16.312845460300505,Modern
1,2010,9.7193065558215,Modern
1,2011,21.785368020160178,Modern
1,2012,17.307226764426407,Modern
1,2013,23.00835062277457,Modern
1,2014,9.162501400061045,Modern
1,2015,14.657031444353569,Modern
1,2016,16.84157178491169,Modern
2,1925,14.950543184022054,Historical
2,1926,17.391446401234553,Historical
2,1927,19.718943973138895,Historical
2,1928,20.17840895649024,Historical
2,1929,12.168994614980871,Historical
2,1930,12.308847115750744,Historical
2,1931,17.660261244775864,Historical
2,1932,9.037132940936175,Historical
2,1933,9.220178438415335,Historical
2,1934,22.32167562621933,Historical
2,1935,20.328655092200606,Historical
2,1936,16.764889623197984,Historical
2,1937,8.697779425564327,Historical
2,1938,17.29520774713409,Historical
2,1939,17.14165119479783,Historical
2,1940,9.187808537666742,Historical
2,1941,18.5041509208311,Historical
2,1942,23.13632374783957,Historical
2,1943,13.577341829613331,Historical
2,1944,18.266262063964433,Historical
2,1945,18.855461539612623,Historical
2,1946,8.466281212978503,Historical
2,1947,21.43253843880139,Historical
2,1948,10.182188709773545,Historical
2,1949,9.502009599340862,Historical
2,1950,15.076572702337351,Historical
2,1951,11.418914099432307,Historical
2,1952,10.822153936390077,Historical
2,1953,9.692474879768342,Historical
2,1954,10.402717560678196,Historical
2,1955,15.666554889244644,Historical
2,1956,21.87628353235011,Historical
2,1957,18.797041598899355,Historical
2,1958,13.918738367322412,not monitored
2,1959,9.789207209546527,not monitored
2,1960,8.742262485667641,not monitored
2,1961,21.492971803917087,not monitored
2,1962,22.330282772618094,not monitored
2,1963,12.442089602684195,not monitored
2,1964,14.16600747146868,not monitored
2,1965,20.87113850204788,not monitored
2,1966,17.94183478256417,not monitored
2,1967,20.250278157470504,not monitored
2,1968,14.245267060227441,not monitored
2,1969,22.8183629737308,not monitored
2,1970,19.854431757080715,not monitored
2,1971,18.655929109330025,not monitored
2,1972,10.50718816082106,not monitored
2,1973,18.474823994104934,not monitored
2,1974,16.104305707266118,not monitored
2,1975,18.40446340852567,not monitored
2,1976,12.285814406295748,not monitored
2,1977,9.006405558740276,not monitored
2,1978,16.602580175399687,not monitored
2,1979,12.530646073427414,not monitored
2,1980,17.73154663211301,not monitored
2,1981,18.004501289643752,not monitored
2,1982,20.943864658852004,not monitored
2,1983,23.37763264618468,not monitored
2,1984,18.859967760867477,not monitored
2,1985,12.856523044204025,not monitored
2,1986,11.186535524675632,not monitored
2,1987,15.80597853950643,not monitored
2,1988,18.593951629923776,not monitored
2,1989,13.370133376213362,not monitored
2,1990,13.568285639048753,not monitored
2,1991,16.850200472615295,not monitored
2,1992,22.460090274108598,not monitored
2,1993,15.914474284395215,not monitored
2,1994,10.274939745617974,not monitored
2,1995,22.98932473541684,not monitored
2,1996,19.65438898289197,not monitored
2,1997,21.434733573581468,not monitored
2,1998,9.479970557362366,not monitored
2,1999,14.913172081596551,not monitored
2,2000,10.687886696263265,not monitored
2,2001,14.195405924714944,not monitored
2,2002,14.945212563048617,not monitored
2,2003,16.17598082375923,not monitored
2,2004,16.380477939318205,not monitored
2,2005,17.01240081496553,not monitored
2,2006,18.676327106650334,not monitored
2,2007,18.22387474996743,Modern
2,2008,10.9679465400068,Modern
2,2009,15.561671096453768,Modern
2,2010,9.432987673496614,Modern
2,2011,20.13373423097978,Modern
2,2012,22.433902624085796,Modern
2,2013,22.33464523885073,Modern
2,2014,8.92157078932963,Modern
2,2015,20.17195656344578,Modern
2,2016,17.49076204181236,Modern
3,1925,17.88119073002142,Historical
3,1926,20.02724683323935,Historical
3,1927,19.183967673563078,Historical
3,1928,15.09075591627524,Historical
3,1929,13.478839743520039,Historical
3,1930,13.28629237890928,Historical
3,1931,19.170740389579727,Historical
3,1932,9.073243439031113,Historical
3,1933,9.196520194351814,Historical
3,1934,16.795281004886053,Historical
3,1935,21.147816078752246,Historical
3,1936,16.23683129276851,Historical
3,1937,8.841686890457284,Historical
3,1938,22.15150995516156,Historical
3,1939,18.061514737537205,Historical
3,1940,19.526470833929388,Historical
3,1941,22.206011097039767,Historical
3,1942,21.591173086439895,Historical
3,1943,13.334205751675297,Historical
3,1944,17.57102989042616,Historical
3,1945,18.466790675564823,Historical
3,1946,11.681268533502806,Historical
3,1947,22.15896733074294,Historical
3,1948,11.427937841282338,Historical
3,1949,10.265862575595044,Historical
3,1950,17.108838361654946,Historical
3,1951,11.242034022593206,Historical
3,1952,10.7002028774084,Historical
3,1953,10.510176834081665,Historical
3,1954,15.457480684251973,Historical
3,1955,15.386458681348723,Historical
3,1956,20.599099930215004,Historical
3,1957,22.50285942754491,Historical
3,1958,22.248918437383175,not monitored
3,1959,9.713041118031072,not monitored
3,1960,9.00910834767144,not monitored
3,1961,23.60783632793028,not monitored
3,1962,22.70284982180302,not monitored
3,1963,11.380939083572052,not monitored
3,1964,13.862138958874787,not monitored
3,1965,19.930928303337534,not monitored
3,1966,18.282730991197162,not monitored
3,1967,20.01605002179307,not monitored
3,1968,16.68004455705391,not monitored
3,1969,21.591265779546042,not monitored
3,1970,23.910389360806622,not monitored
3,1971,19.299317951372657,not monitored
3,1972,16.50064387127869,not monitored
3,1973,18.273322397090524,not monitored
3,1974,22.883248258968656,not monitored
3,1975,18.788467802286256,not monitored
3,1976,12.077029247890593,not monitored
3,1977,8.949605318382702,not monitored
3,1978,17.293097990141757,not monitored
3,1979,15.62646965187367,not monitored
3,1980,22.512643696076836,not monitored
3,1981,22.509312546477105,not monitored
3,1982,23.650910221206175,not monitored
3,1983,24.881247499601105,not monitored
3,1984,21.681238174205767,not monitored
3,1985,12.752742182034607,not monitored
3,1986,21.965536011930137,not monitored
3,1987,22.68687311482182,not monitored
3,1988,19.55691521833444,not monitored
3,1989,15.442437270306401,not monitored
3,1990,18.67712624495723,not monitored
3,1991,23.649808293705828,not monitored
3,1992,22.709268309801878,not monitored
3,1993,18.649995694982458,not monitored
3,1994,15.80593997172464,not monitored
3,1995,24.045886635530966,not monitored
3,1996,22.736820980684975,not monitored
3,1997,21.697881205867617,not monitored
3,1998,11.96313918798161,not monitored
3,1999,15.507445326296821,not monitored
3,2000,17.65244309617076,not monitored
3,2001,17.165663857869102,not monitored
3,2002,14.746845425292943,not monitored
3,2003,20.004811599559943,not monitored
3,2004,21.120985129103367,not monitored
3,2005,18.13677437517981,not monitored
3,2006,21.843538807800385,not monitored
3,2007,20.604446726546694,Modern
3,2008,10.831862429037708,Modern
3,2009,17.530688225492558,Modern
3,2010,14.364942897261779,Modern
3,2011,22.202748372010756,Modern
3,2012,22.0164159170307,Modern
3,2013,21.605833529132845,Modern
3,2014,11.50627194513449,Modern
3,2015,15.645202753974292,Modern
3,2016,23.395120495957293,Modern
4,1925,21.57529097323082,Historical
4,1926,15.301204511068981,Historical
4,1927,19.654403256060434,Historical
4,1928,9.819609697998253,Historical
4,1929,16.534670640710527,Historical
4,1930,10.490089765958485,Historical
4,1931,17.027302554585283,Historical
4,1932,17.193963282505415,Historical
4,1933,14.663890499734691,Historical
4,1934,9.981347312603416,Historical
4,1935,22.914518205449305,Historical
4,1936,16.138097964837733,Historical
4,1937,15.628865743631511,Historical
4,1938,23.91095482782854,Historical
4,1939,17.332916724958032,Historical
4,1940,20.252277887808255,Historical
4,1941,21.309057918949673,Historical
4,1942,20.226754370445562,Historical
4,1943,19.293475577301052,Historical
4,1944,20.73220675933595,Historical
4,1945,19.635936648108043,Historical
4,1946,20.33614138385705,Historical
4,1947,20.22453563110574,Historical
4,1948,15.802324493915979,Historical
4,1949,16.32137785288824,Historical
4,1950,19.8961592924845,Historical
4,1951,11.572754152218222,Historical
4,1952,15.676543255009278,Historical
4,1953,21.846002088364013,Historical
4,1954,15.41220551028096,Historical
4,1955,15.540034549460552,Historical
4,1956,20.793337561959444,Historical
4,1957,21.943325917716674,Historical
4,1958,22.248862500262366,not monitored
4,1959,18.002448827267372,not monitored
4,1960,20.005101828029215,not monitored
4,1961,19.830371400734755,not monitored
4,1962,20.8799740265869,not monitored
4,1963,14.028601894082144,not monitored
4,1964,17.227145324547664,not monitored
4,1965,22.720626822839257,not monitored
4,1966,13.090226095159,not monitored
4,1967,22.831273469187757,not monitored
4,1968,12.723472369390088,not monitored
4,1969,21.776467435713176,not monitored
4,1970,19.9569737652895,not monitored
4,1971,23.043197989240877,not monitored
4,1972,14.91578155089825,not monitored
4,1973,19.7918525553259,not monitored
4,1974,21.404933206886795,not monitored
4,1975,23.587920309254653,not monitored
4,1976,17.873505244954355,not monitored
4,1977,9.355478214526602,not monitored
4,1978,23.655421071278848,not monitored
4,1979,17.85208323510706,not monitored
4,1980,17.207088688376537,not monitored
4,1981,18.431060880509488,not monitored
4,1982,24.29542159170579,not monitored
4,1983,23.91373482200312,not monitored
4,1984,24.122418338509195,not monitored
4,1985,18.07001496181586,not monitored
4,1986,22.345096313547135,not monitored
4,1987,13.444028354004372,not monitored
4,1988,20.083895206336997,not monitored
4,1989,21.09758261795233,not monitored
4,1990,16.535137600530042,not monitored
4,1991,18.898073230658166,not monitored
4,1992,12.11858723829523,not monitored
4,1993,23.536354563667143,not monitored
4,1994,16.031981849649355,not monitored
4,1995,22.538030680833252,not monitored
4,1996,20.945678960952087,not monitored
4,1997,20.816375706359313,not monitored
4,1998,22.04902446060367,not monitored
4,1999,22.33330646668659,not monitored
4,2000,21.925675828034823,not monitored
4,2001,21.395151488150766,not monitored
4,2002,20.88605598885564,not monitored
4,2003,21.939398253750614,not monitored
4,2004,20.462840259489766,not monitored
4,2005,22.435099992966812,not monitored
4,2006,23.48234586231085,not monitored
4,2007,17.008046457029835,Modern
4,2008,13.149664164224223,Modern
4,2009,20.073935180079143,Modern
4,2010,17.64078063094737,Modern
4,2011,21.637673245536092,Modern
4,2012,14.474964191791035,Modern
4,2013,15.627386414795177,Modern
4,2014,13.702085039308042,Modern
4,2015,10.056233431311805,Modern
4,2016,17.017284281579787,Modern
5,1925,15.61239107258388,Historical
5,1926,10.043750522296683,Historical
5,1927,13.394893888078819,Historical
5,1928,10.38467105680911,Historical
5,1929,17.288994888546398,Historical
5,1930,13.11179402456949,Historical
5,1931,10.81419505776305,Historical
5,1932,13.618734269908394,Historical
5,1933,19.074683399318612,Historical
5,1934,9.873088015645832,Historical
5,1935,17.362591100836806,Historical
5,1936,10.129848671203572,Historical
5,1937,13.091528506167665,Historical
5,1938,17.879565029760393,Historical
5,1939,11.75039051020279,Historical
5,1940,12.842340089314225,Historical
5,1941,11.70973632523722,Historical
5,1942,17.077475188021754,Historical
5,1943,15.236660110723548,Historical
5,1944,16.280134486977108,Historical
5,1945,17.769436715374884,Historical
5,1946,13.275742313351484,Historical
5,1947,11.432734935498173,Historical
5,1948,14.19974948099887,Historical
5,1949,14.343261174663114,Historical
5,1950,14.117306118728898,Historical
5,1951,11.55668623068965,Historical
5,1952,14.332047732189197,Historical
5,1953,15.202500181136323,Historical
5,1954,11.744569779012496,Historical
5,1955,13.469359894403695,Historical
5,1956,14.788030452153585,Historical
5,1957,21.503094882425227,Historical
5,1958,12.016620527771343,not monitored
5,1959,17.67987753357949,not monitored
5,1960,14.334752569442697,not monitored
5,1961,14.69942455530233,not monitored
5,1962,19.41155569386676,not monitored
5,1963,16.91958693838913,not monitored
5,1964,17.39278459906811,not monitored
5,1965,13.534557336265454,not monitored
5,1966,10.086150834389887,not monitored
5,1967,17.329985227193408,not monitored
5,1968,17.280781481877636,not monitored
5,1969,13.231165306406167,not monitored
5,1970,14.656865517585766,not monitored
5,1971,14.911651830580169,not monitored
5,1972,10.446605804149671,not monitored
5,1973,11.965045473946002,not monitored
5,1974,10.721543098508489,not monitored
5,1975,22.12352881387974,not monitored
5,1976,13.211503102350964,not monitored
5,1977,18.15033117929611,not monitored
5,1978,16.681779867584552,not monitored
5,1979,10.583289128427838,not monitored
5,1980,16.818700752933214,not monitored
5,1981,18.88899279835983,not monitored
5,1982,17.824257503037447,not monitored
5,1983,20.436759443870663,not monitored
5,1984,19.859211320712717,not monitored
5,1985,13.195818409450693,not monitored
5,1986,20.65949864239358,not monitored
5,1987,14.926030774487822,not monitored
5,1988,12.90334537167301,not monitored
5,1989,12.202394039693864,not monitored
5,1990,11.991338784234381,not monitored
5,1991,20.27159182149643,not monitored
5,1992,9.588562793341096,not monitored
5,1993,21.688605084409172,not monitored
5,1994,10.617210608029252,not monitored
5,1995,20.97385394192201,not monitored
5,1996,14.275985496979951,not monitored
5,1997,15.917860476279737,not monitored
5,1998,19.744312606282872,not monitored
5,1999,22.017186137758046,not monitored
5,2000,17.292201340314094,not monitored
5,2001,10.097383684528833,not monitored
5,2002,12.5273041546242,not monitored
5,2003,18.466279039850487,not monitored
5,2004,12.716880343754692,not monitored
5,2005,21.393107941722274,not monitored
5,2006,13.068666299128806,not monitored
5,2007,11.383168083824787,Modern
5,2008,17.991272117902923,Modern
5,2009,13.337261614523158,Modern
5,2010,13.347530657567745,Modern
5,2011,18.71515447734308,Modern
5,2012,10.772231222212326,Modern
5,2013,10.423647310780073,Modern
5,2014,13.242604530512276,Modern
5,2015,15.697318166355384,Modern
5,2016,16.152097828025564,Modern
6,1925,11.930979756138603,Historical
6,1926,9.525711470019667,Historical
6,1927,11.417450992922618,Historical
6,1928,10.903702593154472,Historical
6,1929,11.186334064900123,Historical
6,1930,10.312402393195518,Historical
6,1931,9.965349067744581,Historical
6,1932,12.946169588573298,Historical
6,1933,9.656869936001028,Historical
6,1934,12.67184084065581,Historical
6,1935,9.904049591607254,Historical
6,1936,14.989052642324404,Historical
6,1937,11.148322343476242,Historical
6,1938,10.575307140310235,Historical
6,1939,10.167934627116205,Historical
6,1940,10.972074626682513,Historical
6,1941,12.500901371170666,Historical
6,1942,10.951409413391927,Historical
6,1943,12.000788392610948,Historical
6,1944,19.944720274265567,Historical
6,1945,18.308527265725964,Historical
6,1946,11.907960778261799,Historical
6,1947,13.379259244059297,Historical
6,1948,14.131535174715358,Historical
6,1949,12.43715760029671,Historical
6,1950,13.255474430416932,Historical
6,1951,9.963883804169498,Historical
6,1952,11.99531978476815,Historical
6,1953,15.153819348406175,Historical
6,1954,12.035040543790476,Historical
6,1955,11.317791570070378,Historical
6,1956,10.23215540691248,Historical
6,1957,16.297015732874208,Historical
6,1958,11.147327837765989,not monitored
6,1959,12.997238695202654,not monitored
6,1960,10.195262653128482,not monitored
6,1961,11.06212385473501,not monitored
6,1962,18.816890897704955,not monitored
6,1963,14.448126517945715,not monitored
6,1964,19.621590302422923,not monitored
6,1965,12.638932579081839,not monitored
6,1966,10.200949144889291,not monitored
6,1967,19.163808025018984,not monitored
6,1968,14.652082832603686,not monitored
6,1969,13.902529548786395,not monitored
6,1970,14.141441581622837,not monitored
6,1971,14.140938753288246,not monitored
6,1972,11.265205878823856,not monitored
6,1973,12.544600661732236,not monitored
6,1974,9.514593478733467,not monitored
6,1975,15.107644801455985,not monitored
6,1976,11.075155740643416,not monitored
6,1977,13.762596966322167,not monitored
6,1978,10.230306386512783,not monitored
6,1979,10.357191576736145,not monitored
6,1980,16.01155424111212,not monitored
6,1981,12.583650488633953,not monitored
6,1982,15.864800705128093,not monitored
6,1983,15.849247138325342,not monitored
6,1984,19.062251936893983,not monitored
6,1985,10.830076519773817,not monitored
6,1986,14.604063858279057,not monitored
6,1987,11.833883684361023,not monitored
6,1988,9.94024711681772,not monitored
6,1989,11.937130492487759,not monitored
6,1990,14.135853099866283,not monitored
6,1991,15.430310186871804,not monitored
6,1992,12.45708312129364,not monitored
6,1993,17.45143672980574,not monitored
6,1994,10.823789302295193,not monitored
6,1995,21.08055287983029,not monitored
6,1996,11.34886867453927,not monitored
6,1997,16.53526707132913,not monitored
6,1998,19.048210140435316,not monitored
6,1999,17.457290388323273,not monitored
6,2000,10.34055393501369,not monitored
6,2001,10.55384908434422,not monitored
6,2002,11.200663053129057,not monitored
6,2003,10.12192468660146,not monitored
6,2004,12.56687961303327,not monitored
6,2005,16.253809315080463,not monitored
6,2006,13.17455544698781,not monitored
6,2007,9.759053203308405,Modern
6,2008,11.325029255726578,Modern
6,2009,15.65745436578937,Modern
6,2010,12.38419221444229,Modern
6,2011,18.55322610522735,Modern
6,2012,10.338459523302967,Modern
6,2013,9.765426501904246,Modern
6,2014,9.971583660892533,Modern
6,2015,13.184786176535574,Modern
6,2016,12.166159333746561,Modern
7,1925,10.17578390887561,Historical
7,1926,9.629963641694188,Historical
7,1927,9.815467829424046,Historical
7,1928,10.071795894312311,Historical
7,1929,10.350716782319529,Historical
7,1930,9.763939309276207,Historical
7,1931,9.85659931294247,Historical
7,1932,12.896185074008292,Historical
7,1933,9.65074621406684,Historical
7,1934,9.465590620310323,Historical
7,1935,9.89545758050339,Historical
7,1936,10.00689153383964,Historical
7,1937,10.048347315462628,Historical
7,1938,11.406951394736218,Historical
7,1939,9.880122331101072,Historical
7,1940,10.251631416678775,Historical
7,1941,10.281596306689599,Historical
7,1942,9.883269834502054,Historical
7,1943,9.749142021339742,Historical
7,1944,13.259906112900222,Historical
7,1945,9.926140053761412,Historical
7,1946,9.842716376363542,Historical
7,1947,10.015562888243903,Historical
7,1948,9.825144488865094,Historical
7,1949,10.018438401046696,Historical
7,1950,9.869944773328164,Historical
7,1951,10.258684158779452,Historical
7,1952,10.321787048406676,Historical
7,1953,9.724683809306468,Historical
7,1954,9.905768434413083,Historical
7,1955,10.143582817075593,Historical
7,1956,9.867253673937299,Historical
7,1957,10.024875338634448,Historical
7,1958,10.388430900318713,not monitored
7,1959,11.74921879731597,not monitored
7,1960,9.345407782624086,not monitored
7,1961,9.837584537149972,not monitored
7,1962,11.828993820458134,not monitored
7,1963,10.145857196984025,not monitored
7,1964,10.261680157007929,not monitored
7,1965,11.237405362091728,not monitored
7,1966,9.77151202952825,not monitored
7,1967,12.979810079004308,not monitored
7,1968,9.90390901859434,not monitored
7,1969,10.416457191063278,not monitored
7,1970,10.15909391997089,not monitored
7,1971,10.511661340132953,not monitored
7,1972,9.917941371179516,not monitored
7,1973,11.692404619305734,not monitored
7,1974,9.714532968553325,not monitored
7,1975,10.260864446812443,not monitored
7,1976,9.978534885679533,not monitored
7,1977,13.314943624055983,not monitored
7,1978,10.238802822363239,not monitored
7,1979,11.128133448240268,not monitored
7,1980,10.247398907450371,not monitored
7,1981,9.979700713805927,not monitored
7,1982,10.596403984563397,not monitored
7,1983,11.132498088000345,not monitored
7,1984,13.655523961313007,not monitored
7,1985,10.33859044517655,not monitored
7,1986,9.88024522045569,not monitored
7,1987,12.35278456511219,not monitored
7,1988,9.78654509507502,not monitored
7,1989,9.956328239221127,not monitored
7,1990,9.993640697959124,not monitored
7,1991,10.036623709922962,not monitored
7,1992,10.256161212967138,not monitored
7,1993,11.825244788665312,not monitored
7,1994,9.86347978961396,not monitored
7,1995,13.402431706140034,not monitored
7,1996,10.154911490826954,not monitored
7,1997,10.1299276032618,not monitored
7,1998,10.59124569112119,not monitored
7,1999,9.581233887520087,not monitored
7,2000,9.949890384676202,not monitored
7,2001,9.957191416017418,not monitored
7,2002,9.740580554306009,not monitored
7,2003,9.43952122160254,not monitored
7,2004,10.072690544419164,not monitored
7,2005,9.62627513689477,not monitored
7,2006,10.012930332815749,not monitored
7,2007,9.604885124218912,Modern
7,2008,9.43417661188234,Modern
7,2009,10.41151849858749,Modern
7,2010,9.606440490226696,Modern
7,2011,10.06422315067191,Modern
7,2012,9.744880578936877,Modern
7,2013,10.04323846810969,Modern
7,2014,9.714175506643885,Modern
7,2015,11.250239085954533,Modern
7,2016,10.053973228255664,Modern
8,1925,13.02883590389856,Historical
8,1926,10.057762551823648,Historical
8,1927,10.123746393864502,Historical
8,1928,9.759945343733094,Historical
8,1929,9.94593135035604,Historical
8,1930,12.449310446094609,Historical
8,1931,10.12674945032977,Historical
8,1932,10.800882399782262,Historical
8,1933,10.57070408356189,Historical
8,1934,8.878902181201228,Historical
8,1935,9.568329698175386,Historical
8,1936,11.109762384848459,Historical
8,1937,9.748694990001097,Historical
8,1938,10.03826673797929,Historical
8,1939,9.71857045266842,Historical
8,1940,10.173892512025937,Historical
8,1941,11.200245198200118,Historical
8,1942,9.189714857430356,Historical
8,1943,9.890969707571678,Historical
8,1944,9.661827080233593,Historical
8,1945,13.364415940334299,Historical
8,1946,9.777525290465706,Historical
8,1947,9.730301732673311,Historical
8,1948,10.265281277696927,Historical
8,1949,9.489740006323943,Historical
8,1950,10.091375024164178,Historical
8,1951,12.10959250607217,Historical
8,1952,10.58027143760437,Historical
8,1953,9.856337804821084,Historical
8,1954,10.004048602062834,Historical
8,1955,11.01140798540247,Historical
8,1956,9.673680197187746,Historical
8,1957,10.174857352606029,Historical
8,1958,10.5189475909245,not monitored
8,1959,10.079255710578838,not monitored
8,1960,10.011253035143742,not monitored
8,1961,10.106349126211763,not monitored
8,1962,10.33743229305418,not monitored
8,1963,9.875922971181168,not monitored
8,1964,10.657070930514474,not monitored
8,1965,13.334525278879811,not monitored
8,1966,9.733196944690174,not monitored
8,1967,9.740282363035575,not monitored
8,1968,14.868594103415667,not monitored
8,1969,9.65334175130555,not monitored
8,1970,9.79751251012202,not monitored
8,1971,10.678286472936351,not monitored
8,1972,10.713505176276904,not monitored
8,1973,9.818737676483286,not monitored
8,1974,10.433723424054714,not monitored
8,1975,9.941322510303229,not monitored
8,1976,11.766181537737461,not monitored
8,1977,10.695794575043744,not monitored
8,1978,9.838365954742082,not monitored
8,1979,10.997976297180433,not monitored
8,1980,10.365785643639299,not monitored
8,1981,9.74076064107387,not monitored
8,1982,9.778708615465883,not monitored
8,1983,11.887841021048246,not monitored
8,1984,13.249698445685906,not monitored
8,1985,9.902937543229205,not monitored
8,1986,11.202066202776217,not monitored
8,1987,10.202214484997704,not monitored
8,1988,9.775760247591984,not monitored
8,1989,13.880286240740862,not monitored
8,1990,10.092499482889993,not monitored
8,1991,10.40134710856715,not monitored
8,1992,9.877503321272354,not monitored
8,1993,10.601238491703198,not monitored
8,1994,10.193385968390807,not monitored
8,1995,9.940601186505138,not monitored
8,1996,10.089797526229459,not monitored
8,1997,10.963701003671316,not monitored
8,1998,9.99820034416438,not monitored
8,1999,10.152657682781236,not monitored
8,2000,9.268462872602234,not monitored
8,2001,9.913441295092488,not monitored
8,2002,9.694958780194282,not monitored
8,2003,9.313759274527827,not monitored
8,2004,10.07740456186026,not monitored
8,2005,9.773156817426504,not monitored
8,2006,9.773524745635081,not monitored
8,2007,9.982041487877972,Modern
8,2008,9.653233192251337,Modern
8,2009,9.994799797072252,Modern
8,2010,10.171500237836456,Modern
8,2011,10.012812495119562,Modern
8,2012,9.651133339749704,Modern
8,2013,9.496890308854875,Modern
8,2014,14.167825630429533,Modern
8,2015,10.198549833689068,Modern
8,2016,9.635963064444233,Modern
9,1925,12.725746552310794,Historical
9,1926,9.410989186067294,Historical
9,1927,10.42714282718526,Historical
9,1928,9.558287042007693,Historical
9,1929,11.51205964449363,Historical
9,1930,13.72044627169856,Historical
9,1931,9.971204596024485,Historical
9,1932,10.313150772238936,Historical
9,1933,9.881645872595456,Historical
9,1934,9.438826872114632,Historical
9,1935,9.54025428157331,Historical
9,1936,9.950315385173624,Historical
9,1937,9.68973011670404,Historical
9,1938,9.404350196077015,Historical
9,1939,11.41895290155242,Historical
9,1940,16.248547651321932,Historical
9,1941,11.319585257056387,Historical
9,1942,9.322185503191506,Historical
9,1943,9.297433823419238,Historical
9,1944,9.594195470007717,Historical
9,1945,13.518083921405402,Historical
9,1946,9.789611835403978,Historical
9,1947,13.61773447411563,Historical
9,1948,10.207345933597724,Historical
9,1949,9.584489329636918,Historical
9,1950,15.496919922880847,Historical
9,1951,9.29000268150438,Historical
9,1952,9.095325906665682,Historical
9,1953,9.23326597461816,Historical
9,1954,9.53728079687034,Historical
9,1955,9.40193074249909,Historical
9,1956,9.638726165178356,Historical
9,1957,9.659951683311577,Historical
9,1958,11.66544773447596,not monitored
9,1959,11.194544403141833,not monitored
9,1960,9.5843062828703,not monitored
9,1961,15.891109204860307,not monitored
9,1962,9.934748252182617,not monitored
9,1963,12.586357645081977,not monitored
9,1964,9.747514055284793,not monitored
9,1965,9.839235879331309,not monitored
9,1966,13.433556347826842,not monitored
9,1967,8.990871969654938,not monitored
9,1968,10.598488043511317,not monitored
9,1969,9.652672100647212,not monitored
9,1970,11.696094724585077,not monitored
9,1971,11.625951736956711,not monitored
9,1972,10.51515408717391,not monitored
9,1973,11.56218252620639,not monitored
9,1974,8.87315346102961,not monitored
9,1975,10.683943362178693,not monitored
9,1976,15.919685707634189,not monitored
9,1977,15.183913335147258,not monitored
9,1978,14.65755173896546,not monitored
9,1979,9.412404819122559,not monitored
9,1980,13.99396785792112,not monitored
9,1981,9.654924651887406,not monitored
9,1982,11.015207705121568,not monitored
9,1983,10.596008726632105,not monitored
9,1984,10.264645292030746,not monitored
9,1985,14.943447129677688,not monitored
