year,Group,QuadName,quad,cov.ARTR,cov.HECO,cov.POSE,cov.PSSP,Treatment,Period,Gcov.ARTR,Gcov.HECO,Gcov.POSE,Gcov.PSSP,Treatment2,Treatment3,species,Y
1930,P1,P1 Q4,Q14,132.841399222355,0,7.77410536468734,356.008364758969,Control,Historical,42.262145796666275,34.721594362653974,9.203701490719258,392.37630584170375,Control,Control,ARTR,0
1930,P1E1,P1 E1 Q2,Q8,442.358313571934,250.019183080362,94.8115443593122,265.382686865229,Control,Historical,226.49317289603096,268.65065049286926,62.6666250103412,157.7221576140908,Control,Control,ARTR,0
1930,P1E1,P1 E1 Q3,Q9,0,393.476166772305,18.7402352853633,64.6724293770752,Control,Historical,226.49317289603096,268.65065049286926,62.6666250103412,157.7221576140908,Control,Control,ARTR,0
1930,P1E1,P1 E1 Q1,Q7,377.052162290651,148.840431495337,78.8413925372747,187.856197472537,Control,Historical,226.49317289603096,268.65065049286926,62.6666250103412,157.7221576140908,Control,Control,ARTR,0
1930,P1E1,P1 E1 Q4,Q10,86.5622157215389,282.266820623473,58.2733278594146,112.977316741522,Control,Historical,226.49317289603096,268.65065049286926,62.6666250103412,157.7221576140908,Control,Control,ARTR,0
1930,P2,P2 Q1,Q15,619.4992,0,0,54.8255,Control,Historical,376.0265212441811,8.04246444445995,5.396035866606875,50.48580411264197,Control,Control,ARTR,4
1930,P2,P2 Q2,Q16,67.9080379475513,0,11.4627922519815,42.1626716429742,Control,Historical,376.0265212441811,8.04246444445995,5.396035866606875,50.48580411264197,Control,Control,ARTR,1
1930,P2,P2 Q3,Q17,583.984590332348,0,0,65.7799684032848,Control,Historical,376.0265212441811,8.04246444445995,5.396035866606875,50.48580411264197,Control,Control,ARTR,0
1930,P2,P2 Q4,Q18,232.714256696825,32.1698577778398,10.121351214446,39.1750764043089,Control,Historical,376.0265212441811,8.04246444445995,5.396035866606875,50.48580411264197,Control,Control,ARTR,0
1930,P7E1,P7 E1 Q1,Q19,0,0,30.1171172660824,364.309866212279,Control,Historical,573.7566705416567,89.94401983212347,35.21744380234815,368.71809937674027,Control,Control,ARTR,0
1930,P7E1,P7 E1 Q3,Q21,455.52253337046,54.8978704819464,57.4623571591234,437.059598653335,Control,Historical,573.7566705416567,89.94401983212347,35.21744380234815,368.71809937674027,Control,Control,ARTR,2
1930,P7E1,P7 E1 Q2,Q20,541.749067320127,56.9254350342295,14.6565671560706,360.220318639213,Control,Historical,573.7566705416567,89.94401983212347,35.21744380234815,368.71809937674027,Control,Control,ARTR,0
1930,P7E1,P7 E1 Q4,Q22,1297.75508147604,247.952773812318,38.6337336281162,313.282614002134,Control,Historical,573.7566705416567,89.94401983212347,35.21744380234815,368.71809937674027,Control,Control,ARTR,0
1931,P1,P1 Q3,Q13,28.6260107594398,9.0831304423294,10.6767319249276,744.859339128563,Control,Historical,66.9417709989067,52.876357699184105,12.420815686604872,475.12774581017175,Control,Control,ARTR,0
1931,P1,P1 Q2,Q12,26.7304879074805,0,2.21736600259943,519.651492622805,Control,Historical,66.9417709989067,52.876357699184105,12.420815686604872,475.12774581017175,Control,Control,ARTR,0
1931,P1,P1 Q1,Q11,45.5745388591615,202.422300354407,33.3418199918627,232.199305938777,Control,Historical,66.9417709989067,52.876357699184105,12.420815686604872,475.12774581017175,Control,Control,ARTR,0
1931,P1,P1 Q4,Q14,166.836046469545,0,3.44734482702976,403.800845550542,Control,Historical,66.9417709989067,52.876357699184105,12.420815686604872,475.12774581017175,Control,Control,ARTR,0
1931,P1E1,P1 E1 Q3,Q9,26.9607701760381,411.08087952041,21.4367830085566,53.2293491231593,Control,Historical,356.21353980109603,264.1417943526205,51.554376605561274,150.09508014062834,Control,Control,ARTR,0
1931,P1E1,P1 E1 Q1,Q7,489.776083296048,224.632744887013,46.325775131694,221.227095433957,Control,Historical,356.21353980109603,264.1417943526205,51.554376605561274,150.09508014062834,Control,Control,ARTR,1
1931,P1E1,P1 E1 Q4,Q10,193.582155907661,216.371228617428,68.5841792165205,94.4186271435551,Control,Historical,356.21353980109603,264.1417943526205,51.554376605561274,150.09508014062834,Control,Control,ARTR,0
1931,P1E1,P1 E1 Q2,Q8,714.535149824637,204.482324385631,69.870769065474,231.505248861842,Control,Historical,356.21353980109603,264.1417943526205,51.554376605561274,150.09508014062834,Control,Control,ARTR,1
1931,P2,P2 Q1,Q15,652.026646624863,0,19.1996894875172,54.0528000000001,Control,Historical,402.88059249110876,13.990163314142174,19.633059381219695,56.26750041925008,Control,Control,ARTR,0
1931,P2,P2 Q2,Q16,113.703683197684,0,38.8724357497,44.9047445175807,Control,Historical,402.88059249110876,13.990163314142174,19.633059381219695,56.26750041925008,Control,Control,ARTR,0
1931,P2,P2 Q3,Q17,574.263160990384,0,3.14292899416048,77.1127580111571,Control,Historical,402.88059249110876,13.990163314142174,19.633059381219695,56.26750041925008,Control,Control,ARTR,0
1931,P2,P2 Q4,Q18,271.528879151504,55.9606532565687,17.3171832935011,48.9996991482624,Control,Historical,402.88059249110876,13.990163314142174,19.633059381219695,56.26750041925008,Control,Control,ARTR,0
1931,P7E1,P7 E1 Q2,Q20,683.799912656094,98.1751603198664,41.1781603721088,360.412994061991,Control,Historical,597.3209694444417,115.61965140646487,31.5143471267149,362.91251076588975,Control,Control,ARTR,0
1931,P7E1,P7 E1 Q3,Q21,559.366561616473,43.1452222620271,24.7819581614744,379.733361442057,Control,Historical,597.3209694444417,115.61965140646487,31.5143471267149,362.91251076588975,Control,Control,ARTR,0
1931,P7E1,P7 E1 Q4,Q22,1146.1174035052,321.158223043966,34.0312743785365,295.117603695077,Control,Historical,597.3209694444417,115.61965140646487,31.5143471267149,362.91251076588975,Control,Control,ARTR,0
1931,P7E1,P7 E1 Q1,Q19,0,0,26.0659955947399,416.386083864434,Control,Historical,597.3209694444417,115.61965140646487,31.5143471267149,362.91251076588975,Control,Control,ARTR,0
1932,E1,E1 Q1,Q1,551.726404281584,0,118.756786978263,63.3122328946103,Control,Historical,561.9999480089913,0.7273645825726966,112.32035684963529,293.1746124660072,Control,Control,ARTR,3
1932,E1,E1 Q6,Q6,516.028030300626,0,66.9096804568288,381.958408673376,Control,Historical,561.9999480089913,0.7273645825726966,112.32035684963529,293.1746124660072,Control,Control,ARTR,3
1932,E1,E1 Q5,Q5,600.989572269726,0,321.724118152441,364.421662348006,Control,Historical,561.9999480089913,0.7273645825726966,112.32035684963529,293.1746124660072,Control,Control,ARTR,1
1932,E1,E1 Q4,Q4,285.635495561096,0,2.21478031789106,388.656337453941,Control,Historical,561.9999480089913,0.7273645825726966,112.32035684963529,293.1746124660072,Control,Control,ARTR,3
1932,E1,E1 Q2,Q2,384.299817440716,4.36418749543618,28.4372387710649,126.555584761423,Control,Historical,561.9999480089913,0.7273645825726966,112.32035684963529,293.1746124660072,Control,Control,ARTR,1
1932,E1,E1 Q3,Q3,1033.3203682002,0,135.879536421323,434.143448664687,Control,Historical,561.9999480089913,0.7273645825726966,112.32035684963529,293.1746124660072,Control,Control,ARTR,1
1932,P1,P1 Q1,Q11,128.755126047763,120.112038506865,271.068315642974,286.568995734953,Control,Historical,98.73188529463917,31.620938339975424,73.1524710122927,459.86165740897,Control,Control,ARTR,0
1932,P1,P1 Q2,Q12,0.5,0,0,428.0344719022,Control,Historical,98.73188529463917,31.620938339975424,73.1524710122927,459.86165740897,Control,Control,ARTR,0
1932,P1,P1 Q3,Q13,47.6409344755587,6.3717148530367,13.3346150736765,779.54387481039,Control,Historical,98.73188529463917,31.620938339975424,73.1524710122927,459.86165740897,Control,Control,ARTR,0
1932,P1,P1 Q4,Q14,218.031480655235,0,8.20695333252026,345.299287188337,Control,Historical,98.73188529463917,31.620938339975424,73.1524710122927,459.86165740897,Control,Control,ARTR,1
1932,P10E1,P10 E1 Q1,Q23,557.270405929739,34.8573722140961,34.431212183032,475.113133869451,Control,Historical,757.6179769991007,39.835498880793025,13.705737485449328,254.29365391353932,Control,Control,ARTR,2
1932,P10E1,P10 E1 Q4,Q26,1429.59956416098,0,14.5589216656216,301.319422831295,Control,Historical,757.6179769991007,39.835498880793025,13.705737485449328,254.29365391353932,Control,Control,ARTR,1
1932,P10E1,P10 E1 Q2,Q24,108.17964656125,124.484623309076,0,199.859455364588,Control,Historical,757.6179769991007,39.835498880793025,13.705737485449328,254.29365391353932,Control,Control,ARTR,0
1932,P10E1,P10 E1 Q3,Q25,935.422291344434,0,5.83281609314371,40.8826035888232,Control,Historical,757.6179769991007,39.835498880793025,13.705737485449328,254.29365391353932,Control,Control,ARTR,1
1932,P1E1,P1 E1 Q3,Q9,0,855.352126291417,24.9388475112932,79.1062642229458,Control,Historical,624.5981650917461,438.616560812662,66.21681413662603,166.82206848303196,Control,Control,ARTR,0
1932,P1E1,P1 E1 Q4,Q10,208.605704566671,269.54018548306,66.3604560211123,166.511617715892,Control,Historical,624.5981650917461,438.616560812662,66.21681413662603,166.82206848303196,Control,Control,ARTR,0
1932,P1E1,P1 E1 Q1,Q7,772.806472123613,324.726491617124,125.33770070931,277.259492369559,Control,Historical,624.5981650917461,438.616560812662,66.21681413662603,166.82206848303196,Control,Control,ARTR,1
1932,P1E1,P1 E1 Q2,Q8,1516.9804836767,304.847439859047,48.2302523047886,144.410899623731,Control,Historical,624.5981650917461,438.616560812662,66.21681413662603,166.82206848303196,Control,Control,ARTR,0
1932,P7E1,P7 E1 Q3,Q21,713.831930971418,66.2180329103986,29.7512420157472,414.680173602109,Control,Historical,892.0395990467188,151.10807992597637,27.556570668309824,336.947226074391,Control,Control,ARTR,0
1932,P7E1,P7 E1 Q1,Q19,0,10.3809557925769,52.2000094929079,345.550426094051,Control,Historical,892.0395990467188,151.10807992597637,27.556570668309824,336.947226074391,Control,Control,ARTR,0
1932,P7E1,P7 E1 Q2,Q20,943.161552351077,151.36614295737,8.879903062598,371.943255214591,Control,Historical,892.0395990467188,151.10807992597637,27.556570668309824,336.947226074391,Control,Control,ARTR,0
1932,P7E1,P7 E1 Q4,Q22,1911.16491286438,376.46718804356,19.3951281019862,215.615049386813,Control,Historical,892.0395990467188,151.10807992597637,27.556570668309824,336.947226074391,Control,Control,ARTR,1
1933,E1,E1 Q1,Q1,736.526116264078,21.3405796617106,45.8550710128392,86.4783832974901,Control,Historical,670.2005354033362,4.412900097675875,68.7806746782238,247.29869462644336,Control,Control,ARTR,1
1933,E1,E1 Q6,Q6,743.567505186113,0,31.0451866630974,193.178888526475,Control,Historical,670.2005354033362,4.412900097675875,68.7806746782238,247.29869462644336,Control,Control,ARTR,0
1933,E1,E1 Q5,Q5,881.645454817667,0,246.39955660405,353.342909998276,Control,Historical,670.2005354033362,4.412900097675875,68.7806746782238,247.29869462644336,Control,Control,ARTR,1
1933,E1,E1 Q3,Q3,990.213514122456,0,78.216742439125,305.584566807001,Control,Historical,670.2005354033362,4.412900097675875,68.7806746782238,247.29869462644336,Control,Control,ARTR,0
1933,E1,E1 Q2,Q2,380.505999414453,5.13682092434465,9.6077418278864,93.568832757625,Control,Historical,670.2005354033362,4.412900097675875,68.7806746782238,247.29869462644336,Control,Control,ARTR,3
1933,E1,E1 Q4,Q4,288.74462261525,0,1.55974952234484,451.638586371793,Control,Historical,670.2005354033362,4.412900097675875,68.7806746782238,247.29869462644336,Control,Control,ARTR,0
1933,P1,P1 Q2,Q12,45.7144627688988,0,0,451.007851615484,Control,Historical,200.35100996466394,71.2788949284745,27.753468928465452,494.3036696606005,Control,Control,ARTR,3
1933,P1,P1 Q4,Q14,497.174414391062,0,34.7999658412833,531.277780748274,Control,Historical,200.35100996466394,71.2788949284745,27.753468928465452,494.3036696606005,Control,Control,ARTR,2
1933,P1,P1 Q1,Q11,179.398330107336,285.115579713898,58.7436674399314,280.975835289457,Control,Historical,200.35100996466394,71.2788949284745,27.753468928465452,494.3036696606005,Control,Control,ARTR,0
1933,P1,P1 Q3,Q13,79.116832591359,0,17.4702424326471,713.953210989187,Control,Historical,200.35100996466394,71.2788949284745,27.753468928465452,494.3036696606005,Control,Control,ARTR,0
1933,P10E1,P10 E1 Q1,Q23,565.136565185502,68.5343743497212,250.794931327256,465.056548115573,Control,Historical,627.2256192129325,45.41043135220505,64.78812937977656,341.0780759775315,Control,Control,ARTR,2
1933,P10E1,P10 E1 Q2,Q24,141.263844938111,113.107351059099,0,233.932605667657,Control,Historical,627.2256192129325,45.41043135220505,64.78812937977656,341.0780759775315,Control,Control,ARTR,0
1933,P10E1,P10 E1 Q3,Q25,935.038309773175,0,7.55491350967095,43.683465009543,Control,Historical,627.2256192129325,45.41043135220505,64.78812937977656,341.0780759775315,Control,Control,ARTR,0
1933,P10E1,P10 E1 Q4,Q26,867.463756954942,0,0.802672682179335,621.639685117353,Control,Historical,627.2256192129325,45.41043135220505,64.78812937977656,341.0780759775315,Control,Control,ARTR,0
1933,P1E1,P1 E1 Q3,Q9,0,533.754660744165,56.424391466339,99.85463500279,Control,Historical,838.2381219835163,330.4128697665955,61.76230702258977,155.824231900096,Control,Control,ARTR,0
1933,P1E1,P1 E1 Q4,Q10,295.137001003955,192.450782597931,72.6676587897091,138.295618365205,Control,Historical,838.2381219835163,330.4128697665955,61.76230702258977,155.824231900096,Control,Control,ARTR,2
1933,P1E1,P1 E1 Q1,Q7,1489.57842513401,308.722539187341,70.2631840727694,232.256246287487,Control,Historical,838.2381219835163,330.4128697665955,61.76230702258977,155.824231900096,Control,Control,ARTR,7
1933,P1E1,P1 E1 Q2,Q8,1568.2370617961,286.723496536945,47.6939937615416,152.890427944902,Control,Historical,838.2381219835163,330.4128697665955,61.76230702258977,155.824231900096,Control,Control,ARTR,0
1933,P7E1,P7 E1 Q3,Q21,1077.17197837914,58.7132114542158,18.2143977771049,410.969592430747,Control,Historical,1121.6964832572075,153.2502953678207,40.327188320938724,409.59831560014425,Control,Control,ARTR,0
1933,P7E1,P7 E1 Q2,Q20,1269.53929320555,155.588081234408,49.6046439714355,520.022698993158,Control,Historical,1121.6964832572075,153.2502953678207,40.327188320938724,409.59831560014425,Control,Control,ARTR,0
1933,P7E1,P7 E1 Q1,Q19,0.75,0,47.1356304512466,439.439162337149,Control,Historical,1121.6964832572075,153.2502953678207,40.327188320938724,409.59831560014425,Control,Control,ARTR,0
1933,P7E1,P7 E1 Q4,Q22,2139.32466144414,398.699888782659,46.3540810839679,267.961808639523,Control,Historical,1121.6964832572075,153.2502953678207,40.327188320938724,409.59831560014425,Control,Control,ARTR,2
1934,E1,E1 Q6,Q6,298.414291840286,0,14.9947891788231,139.984849665765,Control,Historical,368.5515765935747,2.409075861147985,58.098771140524576,140.02754472001874,Control,Control,ARTR,8
1934,E1,E1 Q4,Q4,199.679505410403,0,1.13219076106765,196.536438174881,Control,Historical,368.5515765935747,2.409075861147985,58.098771140524576,140.02754472001874,Control,Control,ARTR,5
1934,E1,E1 Q3,Q3,616.475461675461,3.19138776175542,29.8069575108217,161.86784665857,Control,Historical,368.5515765935747,2.409075861147985,58.098771140524576,140.02754472001874,Control,Control,ARTR,1
1934,E1,E1 Q1,Q1,468.337221778804,10.7630674051325,32.0972995306516,34.7617709517662,Control,Historical,368.5515765935747,2.409075861147985,58.098771140524576,140.02754472001874,Control,Control,ARTR,7
1934,E1,E1 Q5,Q5,509.944811128633,0,262.362493491004,246.136028304799,Control,Historical,368.5515765935747,2.409075861147985,58.098771140524576,140.02754472001874,Control,Control,ARTR,4
1934,E1,E1 Q2,Q2,118.458167727861,0.499999999999989,8.19889637077945,60.8783345643312,Control,Historical,368.5515765935747,2.409075861147985,58.098771140524576,140.02754472001874,Control,Control,ARTR,9
1934,P1,P1 Q2,Q12,18.4910553861161,0,0.25,307.53964446929,Control,Historical,70.41995012374636,69.5551412864186,27.16299263231715,303.6414088804993,Control,Control,ARTR,4
1934,P1,P1 Q4,Q14,203.635464092529,0,14.2422,223.688086272836,Control,Historical,70.41995012374636,69.5551412864186,27.16299263231715,303.6414088804993,Control,Control,ARTR,4
1934,P1,P1 Q3,Q13,42.781074332428,7.26170368253635,18.3650563940206,484.414384280735,Control,Historical,70.41995012374636,69.5551412864186,27.16299263231715,303.6414088804993,Control,Control,ARTR,3
1934,P1,P1 Q1,Q11,16.7722066839123,270.958861463138,75.794714135248,198.923520499136,Control,Historical,70.41995012374636,69.5551412864186,27.16299263231715,303.6414088804993,Control,Control,ARTR,0
1934,P10E1,P10 E1 Q1,Q23,292.697643182097,26.2437437171391,27.9067719405824,197.128521642563,Control,Historical,387.39091274106016,33.22555518489528,8.103706322588671,120.98569215178182,Control,Control,ARTR,4
1934,P10E1,P10 E1 Q2,Q24,73.3271914906847,106.658477022442,0.639904214216317,149.846786246854,Control,Historical,387.39091274106016,33.22555518489528,8.103706322588671,120.98569215178182,Control,Control,ARTR,0
1934,P10E1,P10 E1 Q3,Q25,756.944376634983,0,2.32415686250163,20.0376846766213,Control,Historical,387.39091274106016,33.22555518489528,8.103706322588671,120.98569215178182,Control,Control,ARTR,1
1934,P10E1,P10 E1 Q4,Q26,426.594439656476,0,1.54399227305434,116.929776041089,Control,Historical,387.39091274106016,33.22555518489528,8.103706322588671,120.98569215178182,Control,Control,ARTR,10
1934,P1E1,P1 E1 Q3,Q9,0.25,301.842539895834,30.8763919271897,62.393428538313,Control,Historical,661.4130391544328,189.35984310482982,31.40535934720015,74.26442796229043,Control,Control,ARTR,2
1934,P1E1,P1 E1 Q4,Q10,166.60904831868,63.4198327254383,21.5870277016835,38.6383140931414,Control,Historical,661.4130391544328,189.35984310482982,31.40535934720015,74.26442796229043,Control,Control,ARTR,8
1934,P1E1,P1 E1 Q1,Q7,940.894998403651,197.199242437664,23.8860626550012,70.8449505401363,Control,Historical,661.4130391544328,189.35984310482982,31.40535934720015,74.26442796229043,Control,Control,ARTR,6
1934,P1E1,P1 E1 Q2,Q8,1537.8981098954,194.977757360383,49.2719551049262,125.181018677571,Control,Historical,661.4130391544328,189.35984310482982,31.40535934720015,74.26442796229043,Control,Control,ARTR,9
1934,P2,P2 Q1,Q15,886.165871666634,0,2.00354999999995,29.2257499999999,Control,Historical,564.1446264041914,20.507755994439776,3.6322925768247427,41.57187403813943,Control,Control,ARTR,3
1934,P2,P2 Q2,Q16,408.581522480692,0,0,25.2226210974465,Control,Historical,564.1446264041914,20.507755994439776,3.6322925768247427,41.57187403813943,Control,Control,ARTR,3
1934,P2,P2 Q3,Q17,917.100000393642,0,1.91856140793162,44.6328955371054,Control,Historical,564.1446264041914,20.507755994439776,3.6322925768247427,41.57187403813943,Control,Control,ARTR,0
1934,P2,P2 Q4,Q18,44.7311110757977,82.0310239777591,10.6070588993674,67.2062295180059,Control,Historical,564.1446264041914,20.507755994439776,3.6322925768247427,41.57187403813943,Control,Control,ARTR,2
1934,P7E1,P7 E1 Q3,Q21,818.229768021763,37.1455337627009,15.6812701153057,310.33998226375,Control,Historical,936.4541204518032,108.49623510960497,21.85479961698575,252.93011966431874,Control,Control,ARTR,1
1934,P7E1,P7 E1 Q1,Q19,0.5,0.749999999999973,25.5454964798754,269.428242905223,Control,Historical,936.4541204518032,108.49623510960497,21.85479961698575,252.93011966431874,Control,Control,ARTR,2
1934,P7E1,P7 E1 Q2,Q20,1064.39467203665,83.775840015247,21.5068249903666,239.787132160654,Control,Historical,936.4541204518032,108.49623510960497,21.85479961698575,252.93011966431874,Control,Control,ARTR,0
1934,P7E1,P7 E1 Q4,Q22,1862.6920417488,312.313566660472,24.6856068823953,192.165121327648,Control,Historical,936.4541204518032,108.49623510960497,21.85479961698575,252.93011966431874,Control,Control,ARTR,0
1935,E1,E1 Q1,Q1,1136.63499586868,14.2013016459083,64.7075210462682,69.2345198662673,Control,Historical,616.0249088108799,2.3668836076513835,49.58627330703934,160.54667557664808,Control,Control,ARTR,0
1935,E1,E1 Q4,Q4,317.198029456208,0,20.2828949119723,248.904077285449,Control,Historical,616.0249088108799,2.3668836076513835,49.58627330703934,160.54667557664808,Control,Control,ARTR,1
1935,E1,E1 Q2,Q2,372.45374890804,0,22.809962214491,91.1459178416632,Control,Historical,616.0249088108799,2.3668836076513835,49.58627330703934,160.54667557664808,Control,Control,ARTR,21
1935,E1,E1 Q6,Q6,319.625363176271,0,8.50099246767884,124.490917724548,Control,Historical,616.0249088108799,2.3668836076513835,49.58627330703934,160.54667557664808,Control,Control,ARTR,74
1935,E1,E1 Q5,Q5,725.946535195956,0,130.967799764047,253.53829915564,Control,Historical,616.0249088108799,2.3668836076513835,49.58627330703934,160.54667557664808,Control,Control,ARTR,4
1935,E1,E1 Q3,Q3,824.290780260124,0,50.2484694377787,175.966321586321,Control,Historical,616.0249088108799,2.3668836076513835,49.58627330703934,160.54667557664808,Control,Control,ARTR,0
1935,P1,P1 Q3,Q13,40.0248975477953,4.64888474182231,6.92425542650292,440.330963228536,Control,Historical,167.3356011101345,58.626253898973324,39.47135266513352,290.97781209057473,Control,Control,ARTR,1
1935,P1,P1 Q2,Q12,91.1703676019078,0.25,5.91055840298877,288.737217017175,Control,Historical,167.3356011101345,58.626253898973324,39.47135266513352,290.97781209057473,Control,Control,ARTR,1
1935,P1,P1 Q1,Q11,88.1924262769229,229.606130854071,117.435135122966,190.423784967712,Control,Historical,167.3356011101345,58.626253898973324,39.47135266513352,290.97781209057473,Control,Control,ARTR,1
1935,P1,P1 Q4,Q14,449.954713013912,0,27.6154617080764,244.419283148876,Control,Historical,167.3356011101345,58.626253898973324,39.47135266513352,290.97781209057473,Control,Control,ARTR,1
1935,P10E1,P10 E1 Q1,Q23,387.030437429361,45.7649465695667,81.8558079981792,138.656502876736,Control,Historical,457.83815002866345,33.37886264155277,22.601023347385116,113.83938764978572,Control,Control,ARTR,1
1935,P10E1,P10 E1 Q2,Q24,139.042285961796,87.7505039966444,0.750000000000001,103.513734039482,Control,Historical,457.83815002866345,33.37886264155277,22.601023347385116,113.83938764978572,Control,Control,ARTR,0
1935,P10E1,P10 E1 Q4,Q26,642.010962341015,0,1.14509757656372,175.145996089505,Control,Historical,457.83815002866345,33.37886264155277,22.601023347385116,113.83938764978572,Control,Control,ARTR,4
1935,P10E1,P10 E1 Q3,Q25,663.268914382482,0,6.65318781479753,38.0413175934199,Control,Historical,457.83815002866345,33.37886264155277,22.601023347385116,113.83938764978572,Control,Control,ARTR,2
1935,P1E1,P1 E1 Q3,Q9,0.5,369.970549936618,45.4222704753207,80.7777070423251,Control,Historical,876.8206274614693,176.46578313893488,54.29330474559227,81.1622882069784,Control,Control,ARTR,4
1935,P1E1,P1 E1 Q4,Q10,262.616664250667,99.8625519761395,95.3903300639398,78.1186360501845,Control,Historical,876.8206274614693,176.46578313893488,54.29330474559227,81.1622882069784,Control,Control,ARTR,2
1935,P1E1,P1 E1 Q1,Q7,1130.55095772655,129.578133817761,26.4735444245239,64.557346364464,Control,Historical,876.8206274614693,176.46578313893488,54.29330474559227,81.1622882069784,Control,Control,ARTR,4
1935,P1E1,P1 E1 Q2,Q8,2113.61488786866,106.451896825221,49.8870740185847,101.19546337094,Control,Historical,876.8206274614693,176.46578313893488,54.29330474559227,81.1622882069784,Control,Control,ARTR,5
1935,P7E1,P7 E1 Q2,Q20,1753.83896915179,67.1109600714784,25.1881608896839,232.77418593863,Control,Historical,1318.51420234592,114.60951428195084,31.598891128900426,226.7430943331965,Control,Control,ARTR,2
1935,P7E1,P7 E1 Q1,Q19,42.6821880235399,2.30584603796779,49.8103296623823,199.619693214946,Control,Historical,1318.51420234592,114.60951428195084,31.598891128900426,226.7430943331965,Control,Control,ARTR,1
1935,P7E1,P7 E1 Q3,Q21,1253.08436153823,38.6276550791731,11.2730874356019,267.128949800091,Control,Historical,1318.51420234592,114.60951428195084,31.598891128900426,226.7430943331965,Control,Control,ARTR,16
1935,P7E1,P7 E1 Q4,Q22,2224.45129067012,350.393595939184,40.1239865279336,207.449548379119,Control,Historical,1318.51420234592,114.60951428195084,31.598891128900426,226.7430943331965,Control,Control,ARTR,9
1936,E1,E1 Q6,Q6,168.561705897645,0,15.8387292249272,194.16104110406,Control,Historical,425.28104129713086,9.905878439531,40.80131741318175,188.90186357344402,Control,Control,ARTR,1
1936,E1,E1 Q3,Q3,754.346162890458,0,46.7527439971987,219.279370047377,Control,Historical,425.28104129713086,9.905878439531,40.80131741318175,188.90186357344402,Control,Control,ARTR,1
1936,E1,E1 Q1,Q1,826.300009751613,27.1852706371864,66.54693606793,77.8987900894171,Control,Historical,425.28104129713086,9.905878439531,40.80131741318175,188.90186357344402,Control,Control,ARTR,0
1936,E1,E1 Q4,Q4,145.44394650609,0,18.993669265839,283.196639371527,Control,Historical,425.28104129713086,9.905878439531,40.80131741318175,188.90186357344402,Control,Control,ARTR,0
1936,E1,E1 Q2,Q2,283.601293155658,32.2499999999996,21.16745303199,124.593008746542,Control,Historical,425.28104129713086,9.905878439531,40.80131741318175,188.90186357344402,Control,Control,ARTR,7
1936,E1,E1 Q5,Q5,373.433129581321,0,75.5083728912056,234.282332081741,Control,Historical,425.28104129713086,9.905878439531,40.80131741318175,188.90186357344402,Control,Control,ARTR,0
1936,P1,P1 Q1,Q11,70.6082273584669,153.469550713074,89.5902454866532,166.911979261904,Control,Historical,129.24334225309377,39.67988767826846,30.462522634497923,252.12930975005526,Control,Control,ARTR,0
1936,P1,P1 Q3,Q13,9.83545466646416,5.24999999999983,3.72181884895912,350.310550835944,Control,Historical,129.24334225309377,39.67988767826846,30.462522634497923,252.12930975005526,Control,Control,ARTR,0
1936,P1,P1 Q4,Q14,362.526320334815,0,24.3513229886106,261.058781013591,Control,Historical,129.24334225309377,39.67988767826846,30.462522634497923,252.12930975005526,Control,Control,ARTR,1
