quad,year,trackID,age,distEdgeMin,allEdge,QuadName,Grazing,Group,area.t0,logarea.t0,logarea.t1,species,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Treatment,Period,inARTR,Treatment2,Treatment3
Q1,1934,2,3,9.74220815,0,E1 Q1,UG,E1,1.9049078302655,0.6444336243454365,2.6297665305396962,PSSP,0.5459755756734836,0.0108675,5.496815826884591e-5,0.03684256075273747,1.767523568168233,0.04024,Control,Historical,0,Control,Control
Q1,1934,3,3,11.96891675,0,E1 Q1,UG,E1,6.0493572727448,1.7999520304893657,2.732168021505657,PSSP,0.08141621613125838,0.12289666513458239,0,0.05309416761495409,0.18521665541116733,0.18305,Control,Historical,0,Control,Control
Q1,1934,8,3,6.61024255,0,E1 Q1,UG,E1,11.5322744629951,2.4451495796139135,2.52465318580284,PSSP,0,0,0.0018587709004240529,6.0221179040546005e-5,0.9933421867251946,0,Control,Historical,0,Control,Control
Q1,1934,9,3,2.9211238,0,E1 Q1,UG,E1,10.7233252711008,2.3724213007423933,3.251902734979053,PSSP,0.2837034791489423,0.013980000000000001,3.117883557493792e-4,2.580565574703575e-4,1.6875651230296556,0.04678,Control,Historical,0,Control,Control
Q1,1934,22,1,10.8513988,0,E1 Q1,UG,E1,0.84263109091138,-0.17122603133873315,-0.31473034133975153,PSSP,0.6410579510662078,1.65e-4,0.002395,0.32050040612799674,6.064268176592864,0.02672,Control,Historical,0,Control,Control
Q1,1935,2,4,9.31103709421447,0,E1 Q1,UG,E1,13.8705311786447,2.6297665305396962,1.777667573823965,PSSP,1.3847925566485098,0.0108675,0.0037067300418277497,0.0301936175693218,2.6935037981011454,0.16567,Control,Historical,0,Control,Control
Q1,1935,3,4,12.1353628524403,0,E1 Q1,UG,E1,15.3661651094823,2.732168021505657,3.0587038233060344,PSSP,0.2730915375561989,0.0778875,0,3.5072819015269345e-10,4.146896213169196,0.16846999999999998,Control,Historical,0,Control,Control
Q1,1935,8,4,9.9330081790268,0,E1 Q1,UG,E1,12.4865639949103,2.52465318580284,3.228302374406833,PSSP,0.011691898289562502,0,0.37871376034105064,3.1619148340764785e-4,5.687965257752794,0,Control,Historical,0,Control,Control
Q1,1935,9,4,2.81580501650541,0,E1 Q1,UG,E1,25.8394588143779,3.251902734979053,2.555933982265303,PSSP,2.050818691084904,0.011104991882376767,0.04607927566374405,3.006299087773999e-4,8.765258004343108,0.13638,Control,Historical,0,Control,Control
Q1,1935,22,2,9.4682214468597,0,E1 Q1,UG,E1,0.72998569469513,-0.31473034133975153,1.0341494604810189,PSSP,1.834264499369065,1.65e-4,0.009106493620763979,0.5838902705733299,10.86994847714986,0.02713,Control,Historical,0,Control,Control
Q1,1936,2,5,9.9188503535294,0,E1 Q1,UG,E1,5.91604158356468,1.777667573823965,0.9072561080612112,PSSP,0.9611931083243896,0.012225721707464684,0.010597196008640975,0.0897700806814749,0.6526427394876264,0.00143,Control,Historical,0,Control,Control
Q1,1936,3,5,12.2995214317634,0,E1 Q1,UG,E1,21.2999307876934,3.0587038233060344,2.3604736323704345,PSSP,0.1823862367357466,0.19082000000000002,0,0.03437677471189009,2.2885932970238048,0.052289999999999996,Control,Historical,0,Control,Control
Q1,1936,8,5,10.0133050164992,0,E1 Q1,UG,E1,25.2367779848325,3.228302374406833,3.2070146373602335,PSSP,0.015801329638773124,0.0108675,0.05534650263521272,0.005903273098326145,4.5746573781440825,0.0014600000000000001,Control,Historical,0,Control,Control
Q1,1936,9,5,2.0520511083325,0,E1 Q1,UG,E1,12.8833268388464,2.555933982265303,2.660661124947922,PSSP,1.89080495791803,0.048876574183712725,7.478160305024464e-4,3.6507838701829937e-4,1.1446532657892425,0.048130000000000006,Control,Historical,0,Control,Control
Q1,1936,22,3,8.7002472273945,0,E1 Q1,UG,E1,2.81271289448043,1.0341494604810189,-2.9976021664879675e-14,PSSP,1.405535948978867,0.018360528675748566,0.02205198266580013,0.18709330618853276,7.1590262853600954,4.4e-4,Control,Historical,0,Control,Control
Q1,1936,37,1,17.6980527045244,0,E1 Q1,UG,E1,0.24999999999999,-1.3862943611199305,-0.7357486704022802,PSSP,24.485622288593913,0.004109031852386272,0,0.1350487923616601,0.5844293437426358,0.13777999999999999,Control,Historical,0,Control,Control
Q1,1937,2,6,10.6860503542439,0,E1 Q1,UG,E1,2.47751516442554,0.9072561080612112,0.9605497540122806,PSSP,2.5063744751262877,0.006767065797927075,0.012392426182640259,0.014317596114700227,6.238136490615666,0.02488,Control,Historical,0,Control,Control
Q1,1937,3,6,12.1480855,0,E1 Q1,UG,E1,10.5959688579844,2.3604736323704345,2.7371519477308497,PSSP,0.3168283045548397,0.22547650520460935,0,4.791466018640019e-5,4.847602468185339,0.0685,Control,Historical,0,Control,Control
Q1,1937,8,6,10.1252394,0,E1 Q1,UG,E1,24.7052219769668,3.2070146373602335,2.6582040093346544,PSSP,0,0.0031075,0.23146440686097633,1.5000000000413537e-5,4.801827084446482,0.00143,Control,Historical,0,Control,Control
Q1,1937,9,6,2.91862065,0,E1 Q1,UG,E1,14.3057438571074,2.660661124947922,3.217429535730597,PSSP,1.0277193196234577,0.05050396184476944,4.628572877831755e-4,0.0019770109755563774,2.40610385213472,0.047080000000000004,Control,Historical,0,Control,Control
Q1,1937,22,4,8.12667378936021,0,E1 Q1,UG,E1,0.99999999999997,-2.9976021664879675e-14,0.482917025057699,PSSP,3.982072753299053,1.899669808083772e-5,0.018930247255075274,0.04514485724073499,8.968827189236594,0.0049299999999999995,Control,Historical,0,Control,Control
Q1,1938,2,7,11.2212925390254,0,E1 Q1,UG,E1,2.6131326587764,0.9605497540122806,1.182724848156427,PSSP,1.5117613241752883,0.012846211629879714,0.0011879214106405426,0.03551322376682965,3.91537467054973,0.02777,Control,Historical,0,Control,Control
Q1,1938,3,7,12.1332894268067,0,E1 Q1,UG,E1,15.442940104286,2.7371519477308497,2.743301418123208,PSSP,0.4882933900018986,0.7252961961878847,0,0.0018599999707047026,2.2987395500052665,0.04868,Control,Historical,0,Control,Control
Q1,1938,8,7,9.46751752570822,0,E1 Q1,UG,E1,14.2706361400399,2.6582040093346544,2.708915853205791,PSSP,0.011893308867789835,0.015313192094234998,0.16537197818345784,1.2750861782932462e-5,12.610019180396687,0.00143,Control,Historical,0,Control,Control
Q1,1938,9,7,1.22499018265196,0,E1 Q1,UG,E1,24.9638689058625,3.217429535730597,3.0404069895094255,PSSP,1.5892364808714623,0.09316173573706601,1.7590786775770886e-4,6.933208077750181e-5,1.6341790558999827,0.051570000000000005,Control,Historical,0,Control,Control
Q1,1938,22,5,7.18167144473021,0,E1 Q1,UG,E1,1.6207954140265,0.482917025057699,-1.3862943611199305,PSSP,3.1381686457786024,0.01857944472047372,0.01599140508546134,0.0542573462776835,9.461316523271032,0.011450000000000002,Control,Historical,0,Control,Control
Q1,1939,2,8,8.7600573837002,0,E1 Q1,UG,E1,3.26325397095235,1.182724848156427,1.5925924166265581,PSSP,0.9185889536026269,3.25e-5,0.0027747963207728032,0.003659173173331238,1.2873543612285259,0.02012,Control,Historical,0,Control,Control
Q1,1939,3,8,11.7355597053336,0,E1 Q1,UG,E1,15.538198601692,2.743301418123208,3.220659771411843,PSSP,0.5135627383201993,1.2889398320599563,5.021614944789781e-6,0,1.6159976997726622,0.031149999999999997,Control,Historical,0,Control,Control
Q1,1939,8,8,8.54165583306972,0,E1 Q1,UG,E1,15.0129904033275,2.708915853205791,2.516034129494276,PSSP,0,0.0031075,0.3221715545212536,1.0000476993665722e-5,16.352141149823655,0.00958,Control,Historical,0,Control,Control
Q1,1939,9,8,2.9137690970054,0,E1 Q1,UG,E1,20.9137531813934,3.0404069895094255,2.91309584593251,PSSP,1.0426005819374127,0.1277709381693647,0.001312543661406101,3.5411872719733046e-5,0.8578404318542742,0.04821,Control,Historical,0,Control,Control
Q1,1939,22,6,15.972194109167,0,E1 Q1,UG,E1,0.24999999999999,-1.3862943611199305,0.6200754911471723,PSSP,3.002839248987255,7.625e-4,0.02056773728083791,0.046335783502742235,21.277877298087105,0.01571,Control,Historical,0,Control,Control
Q1,1940,2,9,10.2253370725647,0,E1 Q1,UG,E1,4.91647798095579,1.5925924166265581,2.071786576387011,PSSP,1.7628516612179077,0.04314483633856701,0.0015854727349458807,0.024292532364674182,0.445125479654082,0.02012,Control,Historical,0,Control,Control
Q1,1940,3,9,12.0366847075532,0,E1 Q1,UG,E1,25.0446384680731,3.220659771411843,3.060684674080891,PSSP,0.3564976813102423,0.4082612910292852,0,5.002580645207609e-6,0.3828269599246451,0.06398,Control,Historical,0,Control,Control
Q1,1940,8,9,8.0868253297191,0,E1 Q1,UG,E1,12.3794040688478,2.516034129494276,2.030334846686615,PSSP,0.008705499558924135,0.012792597093915751,0.24116163005227237,4.99999994489518e-6,7.6802830483788265,0.14552,Control,Historical,0,Control,Control
Q1,1940,9,9,1.13834407909937,0,E1 Q1,UG,E1,18.4137164462283,2.91309584593251,1.9914675586714987,PSSP,6.111414764374614,0.09983847175409748,0.03476957046811228,4.99999994331858e-6,1.4362287127242088,0.04854000000000001,Control,Historical,0,Control,Control
Q1,1940,22,7,9.4468683024618,0,E1 Q1,UG,E1,1.8590683797538,0.6200754911471723,1.3307663203546813,PSSP,1.952785903952088,0.014195115622998026,0.017785494307993296,0.09743812440212515,10.327085036459223,0.02009,Control,Historical,0,Control,Control
Q1,1941,2,10,8.47522613343482,0,E1 Q1,UG,E1,7.9389940746822,2.071786576387011,1.451184511244036,PSSP,0.6753123751331014,0.21530131013567672,0.004178396442149705,0.06941961012449456,0.1341000010905191,0.011040000000000001,Control,Historical,0,Control,Control
Q1,1941,3,10,10.9674581578072,0,E1 Q1,UG,E1,21.3421645877167,3.060684674080891,1.3332899054839862,PSSP,0.32149635095957435,0.7401846538289482,0.003825,0.029447500038827432,2.6508243151537174,0.09976000000000002,Control,Historical,0,Control,Control
Q1,1941,8,10,7.20487299468745,0,E1 Q1,UG,E1,7.61663633727091,2.030334846686615,2.5251366639352932,PSSP,0.025786670941733838,0.025277564234365415,0.06616920010218698,0.009978058685359132,12.392138657327276,0.00999,Control,Historical,0,Control,Control
Q1,1941,9,10,1.32477770514137,0,E1 Q1,UG,E1,7.32627761901084,1.9914675586714987,1.4902035740498458,PSSP,5.444528297175536,0.3255131469463805,0.01564325992182561,0.0011723686202061204,1.3095160762204925,0.01755,Control,Historical,0,Control,Control
Q1,1941,22,8,8.93599020493735,0,E1 Q1,UG,E1,3.78394198856523,1.3307663203546813,1.322244319796933,PSSP,3.297854644738033,0.0335275087431552,0.008103380809413186,0.1297592414673312,3.013820344070583,0.016839999999999997,Control,Historical,0,Control,Control
Q1,1941,74,1,6.68966519427191,0,E1 Q1,UG,E1,0.24999999999999,-1.3862943611199305,-1.3862943611198906,PSSP,22.6654595665562,0.32089532319624864,0.0011975,0.42930955227416,0.013142840504394385,1.7e-4,Control,Historical,0,Control,Control
Q1,1941,75,1,18.1845261424773,0,E1 Q1,UG,E1,0.24999999999999,-1.3862943611199305,-1.3862943611199465,PSSP,14.241806202236303,0.0914472615343332,0.026263558863076172,0.019193005475649484,0.017096784314037102,0.01679,Control,Historical,0,Control,Control
Q1,1941,82,1,28.9561003712592,0,E1 Q1,UG,E1,0.25,-1.3862943611198906,-1.3862943611198906,PSSP,1.64163546124795,1.8595851942912038,0.0014753721980194793,0.047694160335914046,2.77595766503122,0.00134,Control,Historical,0,Control,Control
Q1,1941,83,1,22.5563214590489,0,E1 Q1,UG,E1,0.25,-1.3862943611198906,-1.3862943611198826,PSSP,4.9776453077487215,0.2537306811643492,0.27687775519705105,0.04086850805969445,2.4499347666403395,0.65144,Control,Historical,0,Control,Control
Q1,1941,87,1,10.4471878540214,0,E1 Q1,UG,E1,0.25,-1.3862943611198906,-1.3862943611198906,PSSP,0.14090918421087878,0.09808244359131624,0.24767973415319527,0.14732994437571773,0.23452891586689062,6.900000000000001e-4,Control,Historical,0,Control,Control
Q1,1945,2,14,8.54628003975101,0,E1 Q1,UG,E1,10.526418848753,2.3538881779652034,2.424841799677588,PSSP,2.284172079661867,0.3141587067700226,0.0050707333638806956,0.05826379636354308,1.3395274014055374,0.05645,Control,Historical,0,Control,Control
Q1,1945,3,14,11.4775956483055,0,E1 Q1,UG,E1,13.6817250504756,2.61606100442541,1.7527399728392015,PSSP,0.49590481552409227,2.317177294099036,0.31683895156527947,0,2.0411503920858856,0.0669,Control,Historical,0,Control,Control
Q1,1945,8,14,8.47407611683139,0,E1 Q1,UG,E1,6.41848753260284,1.8591825031249476,2.060046738195799,PSSP,0,0.01810931948801704,0.02460473099083648,0,9.140626604258928,0.0355,Control,Historical,0,Control,Control
Q1,1945,9,14,1.5902230020227,0,E1 Q1,UG,E1,2.75000000000001,1.0116009116784836,1.2583984185916963,PSSP,0.6202453469932604,0.9539824480370056,0.33203157360667035,9.999999999999801e-6,4.35458671753224,0.04821,Control,Historical,0,Control,Control
Q1,1945,22,12,7.3517948823886,0,E1 Q1,UG,E1,1.86832129399999,0.6250403239458617,0.9343281998984523,PSSP,14.261430394027183,0.0634765483242478,0.836473295378819,0.3621889437055437,1.437847801255331,0.0019500000000000001,Control,Historical,0,Control,Control
Q1,1946,2,15,9.51477615768684,0,E1 Q1,UG,E1,11.3004415443664,2.424841799677588,2.753083788785535,PSSP,1.6218753169295248,0.4493949161420705,0.0016881133953362284,0.07416861383226767,0.2191325323238578,0.19362,Control,Historical,0,Control,Control
Q1,1946,3,15,10.5472011369379,0,E1 Q1,UG,E1,5.77039175198007,1.7527399728392015,2.1067633906110066,PSSP,0.2808112358708085,7.966488238185049,0.41520137182986666,0,0.0976773234983858,5.2e-4,Control,Historical,0,Control,Control
Q1,1946,8,15,7.02099877593343,0,E1 Q1,UG,E1,7.84633652536141,2.060046738195799,2.5271796913252462,PSSP,0,8.129985064751321e-6,0.049556175184739475,0.0072874995380977576,15.893585639849954,0,Control,Historical,0,Control,Control
Q1,1946,9,15,1.10633863536551,0,E1 Q1,UG,E1,3.51977975690604,1.2583984185916963,1.5669710169581623,PSSP,0.1345313975179698,0.7655316409634648,0.1794747504079492,2.7322990608082203e-5,4.35625e-4,0,Control,Historical,0,Control,Control
Q1,1946,22,13,9.46170114906178,0,E1 Q1,UG,E1,2.54550281414904,0.9343281998984523,1.6982572962837599,PSSP,1.382905866091874,0.054906418864866156,0.0019939942154609705,0.35728169206453675,3.5892439855077556,0.048350000000000004,Control,Historical,0,Control,Control
Q1,1946,95,1,9.3269987904782,0,E1 Q1,UG,E1,0.249999999999993,-1.3862943611199186,-1.3862943611199146,PSSP,0.002826791309917638,3.9884130304720444e-5,1.2006277088048287,0.4045512775464355,1.1235398995357404,0,Control,Historical,0,Control,Control
Q1,1949,2,18,7.2537175385472,0,E1 Q1,UG,E1,15.4044232910306,2.734654694868193,1.0878664008784074,PSSP,0.21140403601832503,0.16534073939812782,0.010112712732314441,0.026386216038861737,5.646062690184941,0.02091,Control,Historical,0,Control,Control
Q1,1949,3,18,12.0103862903037,0,E1 Q1,UG,E1,4.74714539762833,1.5575434684719947,1.2585220382558657,PSSP,0.6662587906536547,4.58802004729621,0.17857213502172328,1.7055150006672917e-9,0.08395763003705052,0,Control,Historical,0,Control,Control
Q1,1949,8,18,6.5732003504135,0,E1 Q1,UG,E1,10.8631587953107,2.385377137342627,3.3821802693994636,PSSP,0,0.14137157560595984,0.11379400757731334,0.008863646549458455,0.3242359833595287,1.1e-4,Control,Historical,0,Control,Control
Q1,1949,9,18,0.328933177494695,0,E1 Q1,UG,E1,4.07133674077397,1.4039713830673046,2.061029437438616,PSSP,0.05650881884679859,5.5477828036095085,0.0013299398666277197,1.7199391583633941e-4,0.018700065673270035,0.37956,Control,Historical,0,Control,Control
Q1,1949,22,16,7.51911597797589,0,E1 Q1,UG,E1,1.65954223938672,0.5065418049342454,0.8288691535944998,PSSP,2.09687796089899,0.7456186741170683,0.2207750874579722,0.3594016725272597,20.50826299907898,4.1e-4,Control,Historical,0,Control,Control
Q1,1949,96,1,28.5563198818056,0,E1 Q1,UG,E1,0.594930544751862,-0.5193106117596358,1.5509912402357167,PSSP,0,0.1868118384155942,1.42979589965991,0.430204999260883,0.6381977382223594,0.13594,Control,Historical,0,Control,Control
Q1,1950,2,19,8.2536370707285,0,E1 Q1,UG,E1,2.9679349290148,1.0878664008784074,1.4317676556524572,PSSP,0.0782321490773638,0.8120217697971337,0.0014093080751664694,0.27410869679969,1.053507618906598,0.00479,Control,Historical,0,Control,Control
Q1,1950,3,19,10.9976073931223,0,E1 Q1,UG,E1,3.52021489779297,1.2585220382558657,1.2817606011165956,PSSP,0.16758167243814406,11.152045705078953,0.39018150213641944,9.691537880698424e-5,0.7296638076308548,0,Control,Historical,0,Control,Control
Q1,1950,8,19,9.456762853099,0,E1 Q1,UG,E1,29.4348771656241,3.3821802693994636,3.116993549342872,PSSP,0,0.15645450149809756,0.0011678465841870043,0.06604070054513969,1.1971751437964147,0.00165,Control,Historical,0,Control,Control
Q1,1950,9,19,0.161712827681593,0,E1 Q1,UG,E1,7.85405090416006,2.061029437438616,0.7433627347495191,PSSP,0.2027039740519782,5.710235799566532,0.016807602742522708,5.11022982567319e-4,0.021081297942454655,0.37772,Control,Historical,0,Control,Control
Q1,1950,22,17,5.84554799818235,0,E1 Q1,UG,E1,2.29072681482109,0.8288691535944998,0.8765937354003858,PSSP,0.5911294224194388,0.5684246069896373,1.8671705795782914e-4,0.24392523925589346,2.6617266175702596,4.1e-4,Control,Historical,0,Control,Control
Q1,1951,2,20,7.5263886325513,0,E1 Q1,UG,E1,4.18609222541346,1.4317676556524572,2.57922904645831,PSSP,0.07885152441444279,0.6711657867288556,0.004044797386127064,0.06726461540829186,1.0239934867450726,0.018189999999999998,Control,Historical,0,Control,Control
Q1,1951,3,20,17.3919566267064,0,E1 Q1,UG,E1,3.60297755104029,1.2817606011165956,1.9314161538362904,PSSP,0,6.288024914332349,0.22706640038799214,0,0.1307796653521039,0.00143,Control,Historical,0,Control,Control
Q1,1951,8,20,7.93455112220027,0,E1 Q1,UG,E1,22.5783966651568,3.116993549342872,3.907206789401789,PSSP,0,0.7643365279467111,0.1871028751082264,7.569276966538401e-6,0.7537463172709956,0.00165,Control,Historical,0,Control,Control
Q1,1951,22,18,8.43059568805052,0,E1 Q1,UG,E1,2.40270151462598,0.8765937354003858,1.9000637358899453,PSSP,0.28203212271521366,0.22593657177001408,4.478466128866531e-4,0.07960431252599275,5.474498568980033,0.016869999999999996,Control,Historical,0,Control,Control
Q1,1954,2,23,5.69144019683378,0,E1 Q1,UG,E1,15.8281783371203,2.76179179065204,2.977000974711744,PSSP,0.21517075892480472,1.0601491433032313,2.0265599230318276e-4,0.3531226466780041,1.1964337531503892,0.00479,Control,Historical,0,Control,Control
Q1,1954,3,23,16.7955808346729,0,E1 Q1,UG,E1,9.11399705571055,2.2098113697903496,2.0992426890066045,PSSP,0,8.074801306110029,0.004017131773540682,1.7808379467934543e-6,0.11585704867686353,4.1e-4,Control,Historical,0,Control,Control
Q1,1954,8,23,6.65661049690959,0,E1 Q1,UG,E1,71.1035725348159,4.264137582168759,3.744693753899582,PSSP,0,0.12920027669928863,0.0044108397260923535,3.535924548714312e-10,0.25673610174598827,0,Control,Historical,0,Control,Control
Q1,1954,22,21,5.97560190691185,0,E1 Q1,UG,E1,4.73405235901166,1.55478157123588,1.2369285940736272,PSSP,0.5945798920627027,0.4004177074741354,0.0010269969729707416,0.7619440635926102,4.049128990211366,0.00479,Control,Historical,0,Control,Control
Q1,1955,2,24,5.69746131191351,0,E1 Q1,UG,E1,19.6288608339461,2.977000974711744,3.36437033351889,PSSP,0.3736044144332879,0.2099721039302405,7.791786167461901e-4,0.13710945156655488,4.843630015683378,0.0153,Control,Historical,0,Control,Control
Q1,1955,3,24,16.2556503682513,0,E1 Q1,UG,E1,8.15998792345854,2.0992426890066045,2.3406265793201886,PSSP,0.008277627777743256,5.084634175960645,0.005184272252669157,0.05908142195403946,0.14244719308586593,1.4000000000000001e-4,Control,Historical,0,Control,Control
Q1,1955,8,24,7.12157848785847,0,E1 Q1,UG,E1,42.2960522341725,3.744693753899582,4.303997476591044,PSSP,0,0.062084590926587524,0.0021816022228323267,2.487549667762327e-10,0.7393023718636073,0.00143,Control,Historical,0,Control,Control
Q1,1955,22,22,4.69639487341523,0,E1 Q1,UG,E1,3.44501615573746,1.2369285940736272,-0.3301043381535838,PSSP,0.7624153025784821,0.3172165738753717,1.504287958056901e-4,0.5043267472828584,2.582571208095608,4.1e-4,Control,Historical,0,Control,Control
Q1,1955,101,6,13.8331948870188,0,E1 Q1,UG,E1,1.12596843063214,0.11864349258568753,-1.3862943611198906,PSSP,10.564777502021434,0.1066334999400937,0.009727650671520467,0.1984247562000649,2.95942846007482,0.0016,Control,Historical,0,Control,Control
Q1,2007,1,1,0,0,E1 Q1,UG,E1,170.180804534591,5.136861427961012,3.763536510948355,PSSP,0,0.011851778344124113,0,0.08806907506665869,0,0.047220000000000005,Control,Modern,0,Modern,ControlModern
Q1,2007,2,1,5.03089199999999,0,E1 Q1,UG,E1,26.9677134134685,3.2946403509644546,3.5276709116262603,PSSP,0,0.2548919885967154,0,1.4904558084911859,0,0.52962,Control,Modern,0,Modern,ControlModern
Q1,2007,4,1,1.402817,0,E1 Q1,UG,E1,57.580312744695,4.053180716650609,3.164528908712367,PSSP,0,2.7092757080918204e-5,0,0.02057526799417703,45.896651426214504,0.00338,Control,Modern,0,Modern,ControlModern
Q1,2007,5,1,32.103197,0,E1 Q1,UG,E1,19.7233033386635,2.981800847248515,-1.3862943611198906,PSSP,0,4.294275194577817e-4,0,0.01580951191344229,23.74626447165252,0.14379,Control,Modern,0,Modern,ControlModern
Q1,2007,6,1,1.959452,0,E1 Q1,UG,E1,28.6379368372655,3.354732301692622,2.9701909672237807,PSSP,0,2.985259981204474e-4,0,0.0024140484747344616,0.23855994623070742,0.00958,Control,Modern,0,Modern,ControlModern
Q1,2007,11,1,15.867847,0,E1 Q1,UG,E1,0.25,-1.3862943611198906,1.9020688251426634,PSSP,0,0,0,0.04654568840863964,41.73222137961471,0.13748,Control,Modern,0,Modern,ControlModern
Q1,2007,12,1,21.582858,0,E1 Q1,UG,E1,0.25,-1.3862943611198906,-0.6931471805599453,PSSP,0,0,0,0.09285748750179279,62.28623253493038,0.0251,Control,Modern,0,Modern,ControlModern
Q1,2008,1,2,0.810159,0,E1 Q1,UG,E1,43.1005824503815,3.763536510948355,4.806321081718224,PSSP,0,0.9943556788324572,0.08166977686751895,0.08102460152751602,0.3104399749326158,0.16657,Control,Modern,0,Modern,ControlModern
Q1,2008,2,2,9.660408,0,E1 Q1,UG,E1,34.044582362038,3.5276709116262603,2.772118194442406,PSSP,0,0.5682763237720857,0.20252371486884363,0.423184700030122,0.061935142506886115,0.185,Control,Modern,0,Modern,ControlModern
Q1,2008,4,2,0,0,E1 Q1,UG,E1,23.6775871000755,3.164528908712367,2.8533358932121646,PSSP,0,3.34021623654442e-6,0.033752222732277494,0.008232499999999884,35.690881825114644,0.16239,Control,Modern,0,Modern,ControlModern
Q1,2008,5,2,32.266439,0,E1 Q1,UG,E1,0.25,-1.3862943611198906,4.225690598382653,PSSP,0,9.144774588537401e-5,0,0.047454862733070535,59.15070838414886,0.048010000000000004,Control,Modern,0,Modern,ControlModern
Q1,2008,6,2,3.262739,0,E1 Q1,UG,E1,19.4956422692455,2.9701909672237807,3.14529491086282,PSSP,0,0.0028086391637146993,0,0.0020873950451456443,59.098806017971185,0.0787,Control,Modern,0,Modern,ControlModern
Q1,2008,12,2,21.192338,0,E1 Q1,UG,E1,0.5,-0.6931471805599453,3.068470551708861,PSSP,0,0,3.01664204999997e-6,0.3241305275764067,49.846847068308485,0.021130000000000003,Control,Modern,0,Modern,ControlModern
Q1,2008,16,1,13.859489,0,E1 Q1,UG,E1,0.25,-1.3862943611198906,-1.3862943611198906,PSSP,0,1.4015340448053412e-4,0.01640927937415295,1.1758949785499955,17.20095499429486,1.4446800000000002,Control,Modern,0,Modern,ControlModern
Q1,2008,17,1,22.778468,0,E1 Q1,UG,E1,0.25,-1.3862943611198906,-1.3862943611198906,PSSP,0,0.005832881994493634,0.01555756086773729,0.0022532962158054023,7.065677255427997,0.37937,Control,Modern,0,Modern,ControlModern
